Country or Area,Subgroup,Year,Value,Value Footnotes
Greece,Male,2005,316147.0,No footnotes
Greece,Male,2004,288310.0,No footnotes
Greece,Male,2003,275377.0,No footnotes
Greece,Male,2002,258003.0,No footnotes
Greece,Male,2001,233792.0,No footnotes
Greece,Male,2000,211230.0,No footnotes
Greece,Male,1999,192951.0,No footnotes
Guatemala,Female,2003,49380.0,1.0
Guatemala,Female,2002,48078.0,No footnotes
Guatemala,Male,2003,65384.0,No footnotes
Guatemala,Male,2002,63661.0,No footnotes
Guinea,Female,2005,4435.0,No footnotes
Guinea,Female,2004,2693.0,No footnotes
Guinea,Female,2003,2637.0,1.0
Guinea,Male,2005,19353.0,No footnotes
Guinea,Male,2004,14525.0,No footnotes
Guinea,Male,2003,14221.0,No footnotes
Guinea-Bissau,Female,2001,74.0,1.0
Guinea-Bissau,Female,2000,72.0,No footnotes
Guinea-Bissau,Female,1999,78.0,1.0
Guinea-Bissau,Male,2001,399.0,No footnotes
Guinea-Bissau,Male,2000,391.0,No footnotes
Guinea-Bissau,Male,1999,421.0,No footnotes
Guyana,Female,2005,4917.0,No footnotes
Guyana,Female,2004,4524.0,No footnotes
Guyana,Male,2005,2361.0,No footnotes
Guyana,Male,2004,2409.0,No footnotes
Honduras,Female,2004,71999.0,1.0
Honduras,Female,2003,70265.0,No footnotes
Honduras,Female,2002,64763.0,1.0
Honduras,Female,2001,54212.0,1.0
Honduras,Female,2000,50850.0,No footnotes
Honduras,Female,1999,47373.0,1.0
Honduras,Male,2004,50875.0,No footnotes
Honduras,Male,2003,49612.0,No footnotes
Honduras,Male,2002,45726.0,No footnotes
Honduras,Male,2001,42400.0,No footnotes
Honduras,Male,2000,39770.0,No footnotes
Honduras,Male,1999,37627.0,No footnotes
Hong Kong SAR,Female,2005,77739.0,No footnotes
Hong Kong SAR,Female,2004,75662.0,No footnotes
Hong Kong SAR,Female,2003,73466.0,2.0
Hong Kong SAR,Male,2005,74555.0,No footnotes
Hong Kong SAR,Male,2004,72062.0,No footnotes
Hong Kong SAR,Male,2003,72573.0,No footnotes
Hungary,Female,2005,254657.0,No footnotes
Hungary,Female,2004,241753.0,No footnotes
Hungary,Female,2003,221363.0,No footnotes
Hungary,Female,2002,195854.0,No footnotes
Hungary,Female,2001,181062.0,No footnotes
Hungary,Female,2000,165404.0,No footnotes
Hungary,Female,1999,151471.0,No footnotes
Hungary,Male,2005,181355.0,No footnotes
Hungary,Male,2004,180424.0,No footnotes
Hungary,Male,2003,169090.0,No footnotes
Hungary,Male,2002,158532.0,No footnotes
Hungary,Male,2001,149487.0,No footnotes
Hungary,Male,2000,141667.0,No footnotes
Hungary,Male,1999,127926.0,No footnotes
Iceland,Female,2005,10020.0,1.0
Iceland,Female,2004,9491.0,No footnotes
Iceland,Female,2003,8497.0,No footnotes
Iceland,Female,2002,7322.0,No footnotes
Iceland,Female,2001,6383.0,No footnotes
Iceland,Female,2000,5985.0,No footnotes
Iceland,Female,1999,5260.0,No footnotes
Iceland,Male,2005,5509.0,No footnotes
Iceland,Male,2004,5219.0,No footnotes
Iceland,Male,2003,4850.0,No footnotes
Iceland,Male,2002,4262.0,No footnotes
Iceland,Male,2001,3801.0,No footnotes
Iceland,Male,2000,3682.0,No footnotes
Iceland,Male,1999,3202.0,No footnotes
India,Female,2005,4641576.0,No footnotes
India,Female,2004,4527606.0,No footnotes
India,Female,2003,4342409.0,No footnotes
India,Female,2002,4135343.0,No footnotes
India,Female,2001,3801494.0,No footnotes
India,Female,2000,3552026.0,No footnotes
India,Male,2005,7135720.0,No footnotes
India,Male,2004,7325330.0,No footnotes
India,Male,2003,6952632.0,No footnotes
India,Male,2002,6441310.0,No footnotes
India,Male,2001,6032552.0,No footnotes
India,Male,2000,5852434.0,No footnotes
Indonesia,Female,2005,1595396.0,1.0
Indonesia,Female,2004,1556231.0,No footnotes
Indonesia,Female,2003,1511088.0,No footnotes
Indonesia,Female,2002,1458354.0,No footnotes
Indonesia,Female,2001,1293089.0,No footnotes
Indonesia,Male,2005,2044874.0,No footnotes
Indonesia,Male,2004,1994861.0,No footnotes
Indonesia,Male,2003,1930341.0,No footnotes
Indonesia,Male,2002,1717479.0,No footnotes
Indonesia,Male,2001,1724798.0,No footnotes
Iran,Female,2005,1083664.0,No footnotes
Iran,Female,2004,1003920.0,No footnotes
Iran,Female,2003,869978.0,No footnotes
Iran,Female,2002,768433.0,No footnotes
Iran,Female,2001,743951.0,No footnotes
Iran,Female,2000,635973.0,No footnotes
Iran,Female,1999,568092.0,No footnotes
Iran,Male,2005,1042610.0,No footnotes
Iran,Male,2004,951000.0,No footnotes
Iran,Male,2003,844455.0,No footnotes
Iran,Male,2002,798076.0,No footnotes
Iran,Male,2001,825825.0,No footnotes
Iran,Male,2000,768907.0,No footnotes
Iran,Male,1999,740058.0,No footnotes
Iraq,Female,2005,153711.0,1.0
Iraq,Female,2004,149213.0,No footnotes
Iraq,Female,2002,108238.0,1.0
Iraq,Female,2000,98306.0,No footnotes
Iraq,Female,1999,92880.0,No footnotes
Iraq,Male,2005,271197.0,No footnotes
Iraq,Male,2004,263332.0,No footnotes
Iraq,Male,2002,209755.0,No footnotes
Iraq,Male,2000,190364.0,No footnotes
Iraq,Male,1999,178628.0,No footnotes
Ireland,Female,2005,102501.0,No footnotes
Ireland,Female,2004,103941.0,No footnotes
Ireland,Female,2003,101155.0,No footnotes
Ireland,Female,2002,97173.0,No footnotes
Ireland,Female,2001,91158.0,No footnotes
Ireland,Female,2000,86904.0,No footnotes
Ireland,Female,1999,80900.0,No footnotes
Ireland,Male,2005,84060.0,No footnotes
Ireland,Male,2004,84374.0,No footnotes
Ireland,Male,2003,80402.0,No footnotes
Ireland,Male,2002,79123.0,No footnotes
Ireland,Male,2001,75442.0,No footnotes
Ireland,Male,2000,73707.0,No footnotes
Ireland,Male,1999,70237.0,No footnotes
Israel,Female,2005,174092.0,No footnotes
Israel,Female,2004,168126.0,No footnotes
Israel,Female,2003,167738.0,No footnotes
Israel,Female,2002,169338.0,No footnotes
Israel,Female,2001,153654.0,No footnotes
Israel,Female,2000,146626.0,No footnotes
Israel,Female,1999,142182.0,No footnotes
Israel,Male,2005,136845.0,No footnotes
Israel,Male,2004,133101.0,No footnotes
Israel,Male,2003,133588.0,No footnotes
Israel,Male,2002,130378.0,No footnotes
Israel,Male,2001,117325.0,No footnotes
Israel,Male,2000,109265.0,No footnotes
Israel,Male,1999,104624.0,No footnotes
Italy,Female,2005,1139807.0,No footnotes
Italy,Female,2004,1116589.0,No footnotes
Italy,Female,2003,1076253.0,No footnotes
Italy,Female,2002,1042977.0,No footnotes
Italy,Female,2001,1014953.0,No footnotes
Italy,Female,2000,982668.0,No footnotes
Italy,Female,1999,991450.0,No footnotes
Italy,Male,2005,875191.0,No footnotes
Italy,Male,2004,869908.0,No footnotes
Italy,Male,2003,837099.0,No footnotes
Italy,Male,2002,811223.0,No footnotes
Italy,Male,2001,797372.0,No footnotes
Italy,Male,2000,787334.0,No footnotes
Italy,Male,1999,805791.0,No footnotes
Jamaica,Female,2003,32003.0,1.0
Jamaica,Female,2002,31249.0,No footnotes
Jamaica,Female,2001,28409.0,1.0
Jamaica,Female,2000,23408.0,No footnotes
Jamaica,Male,2003,13767.0,No footnotes
Jamaica,Male,2002,14145.0,No footnotes
Jamaica,Male,2001,14093.0,5.0
Jamaica,Male,2000,12587.0,No footnotes
Japan,Female,2005,1853130.0,No footnotes
Japan,Female,2004,1848396.0,No footnotes
Japan,Female,2003,1815521.0,No footnotes
Japan,Female,2002,1789881.0,No footnotes
Japan,Female,2001,1781996.0,No footnotes
Japan,Female,2000,1787068.0,No footnotes
Japan,Female,1999,1760494.0,No footnotes
Japan,Male,2005,2185172.0,No footnotes
Japan,Male,2004,2183208.0,No footnotes
Japan,Male,2003,2168879.0,No footnotes
Japan,Male,2002,2176786.0,No footnotes
Japan,Male,2001,2190472.0,No footnotes
Japan,Male,2000,2195001.0,No footnotes
Japan,Male,1999,2180262.0,No footnotes
Jordan,Female,2005,109528.0,No footnotes
Jordan,Female,2004,109692.0,No footnotes
Jordan,Female,2003,95056.0,No footnotes
Jordan,Female,2002,79582.0,No footnotes
Jordan,Female,2000,73098.0,No footnotes
Jordan,Male,2005,108295.0,No footnotes
Jordan,Male,2004,104414.0,No footnotes
Jordan,Male,2003,91133.0,No footnotes
Jordan,Male,2002,83106.0,No footnotes
Jordan,Male,2000,69092.0,No footnotes
Kazakhstan,Female,2005,437742.0,No footnotes
Kazakhstan,Female,2004,381704.0,No footnotes
Kazakhstan,Female,2003,341628.0,No footnotes
Kazakhstan,Female,2002,287144.0,No footnotes
Kazakhstan,Female,2001,241722.0,No footnotes
Kazakhstan,Female,2000,200067.0,No footnotes
Kazakhstan,Female,1999,172938.0,No footnotes
Kazakhstan,Male,2005,315439.0,No footnotes
Kazakhstan,Male,2004,282745.0,No footnotes
Kazakhstan,Male,2003,261444.0,No footnotes
Kazakhstan,Male,2002,232671.0,No footnotes
Kazakhstan,Male,2001,203929.0,No footnotes
Kazakhstan,Male,2000,170254.0,No footnotes
Kazakhstan,Male,1999,151011.0,No footnotes
Kenya,Female,2004,38584.0,No footnotes
Kenya,Female,2002,34186.0,1.0
Kenya,Female,2001,32972.0,No footnotes
Kenya,Female,2000,31266.0,No footnotes
Kenya,Male,2004,64214.0,No footnotes
Kenya,Male,2002,63929.0,No footnotes
Kenya,Male,2001,61657.0,No footnotes
Kenya,Male,2000,57750.0,No footnotes
Korea Rep,Female,2005,1188250.0,No footnotes
Korea Rep,Female,2004,1178285.0,No footnotes
Korea Rep,Female,2003,1168159.0,No footnotes
Korea Rep,Female,2002,1127541.0,No footnotes
Korea Rep,Female,2001,1070021.0,No footnotes
Korea Rep,Female,2000,998297.0,No footnotes
Korea Rep,Female,1999,923158.0,No footnotes
Korea Rep,Male,2005,2036625.0,No footnotes
Korea Rep,Male,2004,2045146.0,No footnotes
Korea Rep,Male,2003,2041983.0,No footnotes
Korea Rep,Male,2002,2002358.0,No footnotes
Korea Rep,Male,2001,1933477.0,No footnotes
Korea Rep,Male,2000,1839583.0,No footnotes
Korea Rep,Male,1999,1713230.0,No footnotes
Kuwait,Female,2005,27127.0,No footnotes
Kuwait,Female,2004,23701.0,1.0
Kuwait,Female,2003,23955.0,No footnotes
Kuwait,Female,2002,23414.0,No footnotes
Kuwait,Female,2001,22002.0,1.0
Kuwait,Female,1999,21867.0,1.0
Kuwait,Male,2005,11503.0,No footnotes
Kuwait,Male,2004,13165.0,No footnotes
Kuwait,Male,2003,13198.0,No footnotes
Kuwait,Male,2002,13568.0,No footnotes
Kuwait,Male,2001,12777.0,No footnotes
Kuwait,Male,1999,10453.0,No footnotes
Kyrgyzstan,Female,2005,121828.0,No footnotes
Kyrgyzstan,Female,2004,110868.0,No footnotes
Kyrgyzstan,Female,2003,108720.0,No footnotes
Kyrgyzstan,Female,2002,110875.0,No footnotes
Kyrgyzstan,Female,2001,96780.0,No footnotes
Kyrgyzstan,Female,2000,80469.0,No footnotes
Kyrgyzstan,Female,1999,66619.0,No footnotes
Kyrgyzstan,Male,2005,98632.0,No footnotes
Kyrgyzstan,Male,2004,94356.0,No footnotes
Kyrgyzstan,Male,2003,92408.0,No footnotes
Kyrgyzstan,Male,2002,98370.0,No footnotes
Kyrgyzstan,Male,2001,93728.0,No footnotes
Kyrgyzstan,Male,2000,80215.0,No footnotes
Kyrgyzstan,Male,1999,64603.0,No footnotes
Lao PDR,Female,2005,19523.0,No footnotes
Lao PDR,Female,2004,12815.0,No footnotes
Lao PDR,Female,2003,10053.0,No footnotes
Lao PDR,Female,2002,8201.0,2.0
Lao PDR,Female,2001,6117.0,No footnotes
Lao PDR,Female,2000,4798.0,No footnotes
Lao PDR,Female,1999,3880.0,No footnotes
Lao PDR,Male,2005,27901.0,No footnotes
Lao PDR,Male,2004,20945.0,No footnotes
Lao PDR,Male,2003,18064.0,No footnotes
Lao PDR,Male,2002,14817.0,No footnotes
Lao PDR,Male,2001,10628.0,No footnotes
Lao PDR,Male,2000,9351.0,No footnotes
Lao PDR,Male,1999,8196.0,No footnotes
Latvia,Female,2005,82575.0,No footnotes
Latvia,Female,2004,79473.0,No footnotes
Latvia,Female,2003,73403.0,No footnotes
Latvia,Female,2002,67991.0,No footnotes
Latvia,Female,2001,63524.0,No footnotes
Latvia,Female,2000,57850.0,No footnotes
Latvia,Female,1999,50539.0,No footnotes
Latvia,Male,2005,48131.0,No footnotes
Latvia,Male,2004,48183.0,No footnotes
Latvia,Male,2003,45541.0,No footnotes
Latvia,Male,2002,42509.0,No footnotes
Latvia,Male,2001,39259.0,No footnotes
Latvia,Male,2000,33387.0,No footnotes
Latvia,Male,1999,31503.0,No footnotes
Lebanon,Female,2005,87473.0,No footnotes
Lebanon,Female,2004,80837.0,No footnotes
Lebanon,Female,2003,77835.0,No footnotes
Lebanon,Female,2002,75687.0,No footnotes
Lebanon,Female,2001,69557.0,No footnotes
Lebanon,Female,2000,60007.0,No footnotes
Lebanon,Female,1999,56850.0,No footnotes
Lebanon,Male,2005,78257.0,No footnotes
Lebanon,Male,2004,73798.0,No footnotes
Lebanon,Male,2003,66215.0,No footnotes
Lebanon,Male,2002,67264.0,No footnotes
Lebanon,Male,2001,64461.0,No footnotes
Lebanon,Male,2000,56007.0,No footnotes
Lebanon,Male,1999,56172.0,No footnotes
Lesotho,Female,2005,4503.0,No footnotes
Lesotho,Female,2003,3745.0,No footnotes
Lesotho,Female,2002,2905.0,No footnotes
Lesotho,Female,2001,3158.0,No footnotes
Lesotho,Female,2000,2764.0,1.0
Lesotho,Female,1999,2579.0,No footnotes
Lesotho,Male,2005,3415.0,No footnotes
Lesotho,Male,2003,2363.0,No footnotes
Lesotho,Male,2002,2100.0,No footnotes
Lesotho,Male,2001,1818.0,No footnotes
Lesotho,Male,2000,1706.0,No footnotes
Lesotho,Male,1999,1467.0,No footnotes
Liberia,Female,2000,18871.0,No footnotes
Liberia,Female,1999,3987.0,No footnotes
Liberia,Male,2000,25236.0,No footnotes
Liberia,Male,1999,16817.0,No footnotes
Libya,Female,2003,192721.0,1.0
Libya,Female,2002,184624.0,No footnotes
Libya,Female,2001,162833.0,1.0
Libya,Female,2000,141041.0,No footnotes
Libya,Female,1999,149995.0,1.0
Libya,Male,2003,182307.0,No footnotes
Libya,Male,2002,174522.0,No footnotes
Libya,Male,2001,161770.0,No footnotes
Libya,Male,2000,149019.0,No footnotes
Libya,Male,1999,158479.0,5.0
Liechtenstein,Female,2004,142.0,No footnotes
Liechtenstein,Female,2003,119.0,No footnotes
Liechtenstein,Male,2004,390.0,No footnotes
Liechtenstein,Male,2003,321.0,No footnotes
Lithuania,Female,2005,117493.0,No footnotes
Lithuania,Female,2004,109592.0,No footnotes
Lithuania,Female,2003,100609.0,No footnotes
Lithuania,Female,2002,89947.0,No footnotes
Lithuania,Female,2001,81336.0,No footnotes
Lithuania,Female,2000,73092.0,No footnotes
Lithuania,Female,1999,64456.0,No footnotes
Lithuania,Male,2005,77912.0,No footnotes
Lithuania,Male,2004,73064.0,No footnotes
Lithuania,Male,2003,66997.0,No footnotes
Lithuania,Male,2002,58841.0,No footnotes
Lithuania,Male,2001,54587.0,No footnotes
Lithuania,Male,2000,48812.0,No footnotes
Lithuania,Male,1999,42963.0,No footnotes
Luxembourg,Female,2004,1609.0,1.0
Luxembourg,Female,2003,1640.0,No footnotes
Luxembourg,Female,2002,1566.0,1.0
Luxembourg,Female,2001,1346.0,No footnotes
Luxembourg,Female,2000,1259.0,1.0
Luxembourg,Female,1999,1404.0,No footnotes
Luxembourg,Male,2004,1433.0,No footnotes
Luxembourg,Male,2003,1437.0,No footnotes
Luxembourg,Male,2002,1399.0,5.0
Luxembourg,Male,2001,1187.0,No footnotes
Luxembourg,Male,2000,1178.0,5.0
Luxembourg,Male,1999,1313.0,No footnotes
Macau SAR,Female,2005,10019.0,No footnotes
Macau SAR,Female,2004,10054.0,No footnotes
Macau SAR,Female,2003,9589.0,No footnotes
Macau SAR,Female,2002,7533.0,No footnotes
Macau SAR,Female,2001,6236.0,No footnotes
Macau SAR,Female,2000,3883.0,No footnotes
Macau SAR,Female,1999,3450.0,No footnotes
Macau SAR,Male,2005,13401.0,No footnotes
Macau SAR,Male,2004,14761.0,No footnotes
Macau SAR,Male,2003,16683.0,No footnotes
Macau SAR,Male,2002,12887.0,No footnotes
Macau SAR,Male,2001,7760.0,No footnotes
Macau SAR,Male,2000,3588.0,No footnotes
Macau SAR,Male,1999,4008.0,No footnotes
Macedonia,Female,2005,27987.0,No footnotes
Macedonia,Female,2004,26594.0,No footnotes
Macedonia,Female,2003,25621.0,No footnotes
Macedonia,Female,2002,24691.0,No footnotes
Macedonia,Female,2001,22463.0,No footnotes
Macedonia,Female,2000,20325.0,No footnotes
Macedonia,Female,1999,19359.0,No footnotes
Macedonia,Male,2005,21377.0,No footnotes
Macedonia,Male,2004,20043.0,No footnotes
Macedonia,Male,2003,20003.0,No footnotes
Macedonia,Male,2002,20019.0,No footnotes
Macedonia,Male,2001,17783.0,No footnotes
Macedonia,Male,2000,16597.0,No footnotes
Macedonia,Male,1999,15782.0,No footnotes
Madagascar,Female,2005,21145.0,No footnotes
Madagascar,Female,2004,19945.0,No footnotes
Madagascar,Female,2003,17264.0,1.0
Madagascar,Female,2002,14785.0,No footnotes
Madagascar,Female,2001,14269.0,No footnotes
Madagascar,Female,2000,14860.0,No footnotes
Madagascar,Female,1999,14187.0,No footnotes
Madagascar,Male,2005,23803.0,No footnotes
Madagascar,Male,2004,22198.0,No footnotes
Madagascar,Male,2003,19988.0,No footnotes
Madagascar,Male,2002,17808.0,No footnotes
Madagascar,Male,2001,17117.0,No footnotes
Madagascar,Male,2000,17296.0,No footnotes
Madagascar,Male,1999,16826.0,No footnotes
Malawi,Female,2004,1798.0,No footnotes
Malawi,Female,2003,1332.0,No footnotes
Malawi,Female,1999,876.0,No footnotes
Malawi,Male,2004,3291.0,No footnotes
Malawi,Male,2003,3233.0,No footnotes
Malawi,Male,1999,2303.0,No footnotes
Malaysia,Female,2004,405040.0,No footnotes
Malaysia,Female,2003,415447.0,No footnotes
Malaysia,Female,2002,348239.0,No footnotes
Malaysia,Female,2001,302430.0,No footnotes
Malaysia,Female,2000,280078.0,No footnotes
Malaysia,Female,1999,236628.0,No footnotes
Malaysia,Male,2004,326037.0,No footnotes
Malaysia,Male,2003,310418.0,No footnotes
Malaysia,Male,2002,284070.0,No footnotes
Malaysia,Male,2001,254688.0,No footnotes
Malaysia,Male,2000,269127.0,No footnotes
Malaysia,Male,1999,236729.0,No footnotes
Maldives,Female,2004,51.0,1.0
Maldives,Female,2003,51.0,No footnotes
Maldives,Male,2004,22.0,No footnotes
Maldives,Male,2003,22.0,No footnotes
Mali,Female,2005,10259.0,1.0
Mali,Female,2004,9883.0,No footnotes
Mali,Female,2003,8028.0,1.0
Mali,Female,2002,7470.0,No footnotes
Mali,Female,2001,7214.0,No footnotes
Mali,Female,2000,6320.0,No footnotes
Mali,Female,1999,5885.0,No footnotes
Mali,Male,2005,22350.0,5.0
Mali,Male,2004,18695.0,No footnotes
Mali,Male,2003,17488.0,No footnotes
Mali,Male,2002,15162.0,No footnotes
Mali,Male,2001,14647.0,No footnotes
Mali,Male,2000,13431.0,No footnotes
Mali,Male,1999,12777.0,No footnotes
Malta,Female,2005,5319.0,No footnotes
Malta,Female,2004,4397.0,No footnotes
Malta,Female,2003,5097.0,No footnotes
Malta,Female,2002,4131.0,No footnotes
Malta,Female,2001,4068.0,No footnotes
Malta,Female,2000,3366.0,No footnotes
Malta,Female,1999,2969.0,No footnotes
Malta,Male,2005,4122.0,No footnotes
Malta,Male,2004,3470.0,No footnotes
Malta,Male,2003,3849.0,No footnotes
Malta,Male,2002,3128.0,No footnotes
Malta,Male,2001,3354.0,No footnotes
Malta,Male,2000,2949.0,No footnotes
Malta,Male,1999,2799.0,No footnotes
Marshall Islands,Female,2003,519.0,1.0
Marshall Islands,Female,2002,510.0,No footnotes
Marshall Islands,Female,2001,501.0,1.0
Marshall Islands,Male,2003,400.0,No footnotes
Marshall Islands,Male,2002,393.0,No footnotes
Marshall Islands,Male,2001,387.0,No footnotes
Mauritania,Female,2005,2150.0,No footnotes
Mauritania,Female,2004,2200.0,No footnotes
Mauritania,Female,2003,1916.0,2.0
Mauritania,Female,2002,1737.0,No footnotes
Mauritania,Female,2001,1517.0,No footnotes
Mauritania,Male,2005,6608.0,No footnotes
Mauritania,Male,2004,7092.0,No footnotes
Mauritania,Male,2003,7025.0,3.0
Mauritania,Male,2002,6436.0,No footnotes
Mauritania,Male,2001,7516.0,No footnotes
Mauritius,Female,2005,9313.0,No footnotes
Mauritius,Female,2004,10245.0,No footnotes
Mauritius,Female,2003,9714.0,No footnotes
Mauritius,Female,2002,7034.0,No footnotes
Mauritius,Female,2001,7098.0,No footnotes
Mauritius,Female,2000,3714.0,No footnotes
Mauritius,Female,1999,3488.0,No footnotes
Mauritius,Male,2005,7539.0,No footnotes
Mauritius,Male,2004,7536.0,No footnotes
Mauritius,Male,2003,7050.0,No footnotes
Mauritius,Male,2002,5568.0,No footnotes
Mauritius,Male,2001,5371.0,No footnotes
Mauritius,Male,2000,4542.0,No footnotes
Mauritius,Male,1999,4071.0,No footnotes
Mexico,Female,2005,1198441.0,No footnotes
Mexico,Female,2004,1160498.0,No footnotes
Mexico,Female,2003,1110494.0,No footnotes
Mexico,Female,2002,1059212.0,No footnotes
Mexico,Female,2001,1004462.0,No footnotes
Mexico,Female,2000,956218.0,No footnotes
Mexico,Female,1999,887653.0,No footnotes
Mexico,Male,2005,1186417.0,No footnotes
Mexico,Male,2004,1162283.0,No footnotes
Mexico,Male,2003,1126297.0,No footnotes
Mexico,Male,2002,1087863.0,No footnotes
Mexico,Male,2001,1043433.0,No footnotes
Mexico,Male,2000,1006545.0,No footnotes
Mexico,Male,1999,950231.0,No footnotes
Mongolia,Female,2005,76049.0,No footnotes
Mongolia,Female,2004,67184.0,No footnotes
Mongolia,Female,2003,61209.0,No footnotes
Mongolia,Female,2002,57096.0,No footnotes
Mongolia,Female,2001,53690.0,No footnotes
Mongolia,Female,2000,47248.0,No footnotes
Mongolia,Female,1999,42380.0,No footnotes
Mongolia,Male,2005,47775.0,No footnotes
Mongolia,Male,2004,41554.0,No footnotes
Mongolia,Male,2003,36822.0,No footnotes
Mongolia,Male,2002,33179.0,No footnotes
Mongolia,Male,2001,31280.0,No footnotes
Mongolia,Male,2000,26777.0,No footnotes
Mongolia,Male,1999,22892.0,No footnotes
Morocco,Female,2005,165556.0,No footnotes
Morocco,Female,2004,157047.0,No footnotes
Morocco,Female,2003,150686.0,No footnotes
Morocco,Female,2002,137927.0,1.0
Morocco,Female,2001,135641.0,No footnotes
Morocco,Female,2000,116898.0,No footnotes
Morocco,Female,1999,114157.0,No footnotes
Morocco,Male,2005,201323.0,No footnotes
Morocco,Male,2004,186552.0,No footnotes
Morocco,Male,2003,185069.0,No footnotes
Morocco,Male,2002,177416.0,No footnotes
Morocco,Male,2001,174617.0,No footnotes
Morocco,Male,2000,159477.0,No footnotes
Morocco,Male,1999,159026.0,No footnotes
Mozambique,Female,2005,9376.0,No footnotes
Mozambique,Female,2004,7026.0,No footnotes
Mozambique,Female,2003,5538.0,No footnotes
Mozambique,Male,2005,18922.0,No footnotes
Mozambique,Male,2004,15230.0,No footnotes
Mozambique,Male,2003,11687.0,No footnotes
Myanmar,Female,2001,351104.0,1.0
Myanmar,Female,1999,205252.0,1.0
Myanmar,Male,2001,202352.0,5.0
Myanmar,Male,1999,130245.0,No footnotes
Namibia,Female,2004,6488.0,No footnotes
Namibia,Female,2003,6271.0,No footnotes
Namibia,Female,2002,6384.0,No footnotes
Namibia,Female,2001,6087.0,No footnotes
Namibia,Male,2004,5709.0,No footnotes
Namibia,Male,2003,5517.0,No footnotes
Namibia,Male,2002,4646.0,No footnotes
Namibia,Male,2001,7252.0,No footnotes
Nepal,Female,2004,40577.0,No footnotes
Nepal,Female,2003,30121.0,No footnotes
Nepal,Female,2002,24646.0,No footnotes
Nepal,Female,2001,21333.0,1.0
Nepal,Female,2000,26001.0,No footnotes
Nepal,Male,2004,106546.0,No footnotes
Nepal,Male,2003,94696.0,No footnotes
Nepal,Male,2002,95024.0,No footnotes
Nepal,Male,2001,81957.0,5.0
Nepal,Male,2000,68400.0,No footnotes
Netherlands,Female,2005,288081.0,No footnotes
Netherlands,Female,2004,276553.0,No footnotes
Netherlands,Female,2003,268716.0,No footnotes
Netherlands,Female,2002,262004.0,No footnotes
Netherlands,Female,2001,254539.0,No footnotes
Netherlands,Female,2000,243634.0,No footnotes
Netherlands,Female,1999,231629.0,No footnotes
Netherlands,Male,2005,276902.0,No footnotes
Netherlands,Male,2004,266843.0,No footnotes
Netherlands,Male,2003,258051.0,No footnotes
Netherlands,Male,2002,254765.0,No footnotes
Netherlands,Male,2001,249503.0,No footnotes
Netherlands,Male,2000,244015.0,No footnotes
Netherlands,Male,1999,238256.0,No footnotes
Netherlands Antilles,Female,2002,1364.0,No footnotes
Netherlands Antilles,Female,2001,1405.0,No footnotes
Netherlands Antilles,Female,2000,1422.0,No footnotes
Netherlands Antilles,Female,1999,1234.0,No footnotes
Netherlands Antilles,Male,2002,921.0,No footnotes
Netherlands Antilles,Male,2001,1028.0,No footnotes
Netherlands Antilles,Male,2000,1139.0,No footnotes
Netherlands Antilles,Male,1999,1086.0,No footnotes
New Zealand,Female,2005,140941.0,No footnotes
New Zealand,Female,2004,142224.0,No footnotes
New Zealand,Female,2003,114480.0,No footnotes
New Zealand,Female,2002,108843.0,No footnotes
New Zealand,Female,2001,104148.0,No footnotes
New Zealand,Female,2000,101084.0,No footnotes
New Zealand,Female,1999,98733.0,No footnotes
New Zealand,Male,2005,99042.0,No footnotes
New Zealand,Male,2004,101201.0,No footnotes
New Zealand,Male,2003,81031.0,No footnotes
New Zealand,Male,2002,76256.0,No footnotes
New Zealand,Male,2001,73486.0,No footnotes
New Zealand,Male,2000,70878.0,No footnotes
New Zealand,Male,1999,68575.0,No footnotes
Nicaragua,Female,2003,53992.0,1.0
Nicaragua,Female,2002,52349.0,No footnotes
Nicaragua,Female,2001,50323.0,1.0
Nicaragua,Male,2003,49585.0,No footnotes
Nicaragua,Male,2002,48014.0,No footnotes
Nicaragua,Male,2001,46156.0,No footnotes
Niger,Female,2005,3192.0,No footnotes
Niger,Female,2004,2406.0,No footnotes
Niger,Female,2003,2357.0,1.0
Niger,Male,2005,7607.0,No footnotes
Niger,Male,2004,6368.0,No footnotes
Niger,Male,2003,6239.0,No footnotes
Nigeria,Female,2004,445615.0,No footnotes
Nigeria,Female,2003,426460.0,1.0
Nigeria,Female,1999,302016.0,No footnotes
Nigeria,Male,2004,844041.0,No footnotes
Nigeria,Male,2003,807759.0,No footnotes
Nigeria,Male,1999,397093.0,No footnotes
Norway,Female,2005,127456.0,No footnotes
Norway,Female,2004,127417.0,No footnotes
Norway,Female,2003,126877.0,No footnotes
Norway,Female,2002,117545.0,No footnotes
Norway,Female,2001,112603.0,No footnotes
Norway,Female,2000,111552.0,No footnotes
Norway,Female,1999,107609.0,No footnotes
Norway,Male,2005,86484.0,No footnotes
Norway,Male,2004,86428.0,No footnotes
Norway,Male,2003,85518.0,No footnotes
Norway,Male,2002,79519.0,No footnotes
Norway,Male,2001,77451.0,No footnotes
Norway,Male,2000,79391.0,No footnotes
Norway,Male,1999,79873.0,No footnotes
Oman,Female,2005,24641.0,No footnotes
Oman,Female,2004,21555.0,No footnotes
Oman,Female,2003,15290.0,No footnotes
Oman,Female,2002,14827.0,1.0
Oman,Male,2005,23842.0,No footnotes
Oman,Male,2004,20023.0,No footnotes
