Country or Area,Subgroup,Year,Value,Value Footnotes
Oman,Male,2003,21536.0,No footnotes
Oman,Male,2002,21377.0,No footnotes
Pakistan,Female,2005,353251.0,No footnotes
Pakistan,Female,2004,222355.0,No footnotes
Pakistan,Female,2003,173094.0,No footnotes
Pakistan,Female,2002,166379.0,1.0
Pakistan,Male,2005,429370.0,No footnotes
Pakistan,Male,2004,298311.0,No footnotes
Pakistan,Male,2003,227962.0,No footnotes
Pakistan,Male,2002,219127.0,No footnotes
Palau,Female,2002,307.0,1.0
Palau,Female,2001,305.0,No footnotes
Palau,Female,2000,412.0,1.0
Palau,Male,2002,177.0,No footnotes
Palau,Male,2001,175.0,No footnotes
Palau,Male,2000,185.0,No footnotes
"Palestinian Territory, Occupied",Female,2005,63006.0,1.0
"Palestinian Territory, Occupied",Female,2004,60337.0,No footnotes
"Palestinian Territory, Occupied",Female,2003,51747.0,No footnotes
"Palestinian Territory, Occupied",Female,2002,42612.0,No footnotes
"Palestinian Territory, Occupied",Female,2001,38194.0,No footnotes
"Palestinian Territory, Occupied",Female,2000,33123.0,No footnotes
"Palestinian Territory, Occupied",Female,1999,30201.0,No footnotes
"Palestinian Territory, Occupied",Male,2005,64208.0,No footnotes
"Palestinian Territory, Occupied",Male,2004,61591.0,No footnotes
"Palestinian Territory, Occupied",Male,2003,52820.0,No footnotes
"Palestinian Territory, Occupied",Male,2002,46318.0,No footnotes
"Palestinian Territory, Occupied",Male,2001,42349.0,No footnotes
"Palestinian Territory, Occupied",Male,2000,38084.0,No footnotes
"Palestinian Territory, Occupied",Male,1999,36081.0,No footnotes
Panama,Female,2005,77200.0,No footnotes
Panama,Female,2004,79211.0,No footnotes
Panama,Female,2003,78790.0,No footnotes
Panama,Female,2002,73073.0,No footnotes
Panama,Female,2001,73544.0,No footnotes
Panama,Female,2000,73624.0,No footnotes
Panama,Female,1999,66055.0,No footnotes
Panama,Male,2005,49042.0,No footnotes
Panama,Male,2004,49347.0,No footnotes
Panama,Male,2003,51236.0,No footnotes
Panama,Male,2002,44528.0,No footnotes
Panama,Male,2001,44320.0,No footnotes
Panama,Male,2000,44878.0,No footnotes
Panama,Male,1999,42709.0,No footnotes
Papua New Guinea,Female,1999,3498.0,1.0
Papua New Guinea,Male,1999,6445.0,No footnotes
Paraguay,Female,2004,84333.0,1.0
Paraguay,Female,2003,82337.0,1.0
Paraguay,Female,2002,84569.0,1.0
Paraguay,Female,2001,55274.0,No footnotes
Paraguay,Female,2000,47299.0,No footnotes
Paraguay,Female,1999,37794.0,No footnotes
Paraguay,Male,2004,64787.0,No footnotes
Paraguay,Male,2003,61576.0,No footnotes
Paraguay,Male,2002,62323.0,No footnotes
Paraguay,Male,2001,41324.0,No footnotes
Paraguay,Male,2000,35789.0,No footnotes
Paraguay,Male,1999,28271.0,No footnotes
Peru,Female,2005,454510.0,1.0
Peru,Female,2004,447983.0,1.0
Peru,Female,2003,429269.0,1.0
Peru,Female,2002,424788.0,1.0
Peru,Female,2001,401910.0,1.0
Peru,Male,2005,454805.0,No footnotes
Peru,Male,2004,448518.0,No footnotes
Peru,Male,2003,410315.0,No footnotes
Peru,Male,2002,406557.0,No footnotes
Peru,Male,2001,422085.0,No footnotes
Philippines,Female,2005,1302154.0,No footnotes
Philippines,Female,2004,1335692.0,No footnotes
Philippines,Female,2003,1341325.0,No footnotes
Philippines,Female,2002,1370942.0,No footnotes
Philippines,Female,1999,1213477.0,No footnotes
Philippines,Male,2005,1100495.0,No footnotes
Philippines,Male,2004,1085305.0,No footnotes
Philippines,Male,2003,1085886.0,No footnotes
Philippines,Male,2002,1096325.0,No footnotes
Philippines,Male,1999,995158.0,No footnotes
Poland,Female,2005,1218072.0,No footnotes
Poland,Female,2004,1176520.0,No footnotes
Poland,Female,2003,1146643.0,No footnotes
Poland,Female,2002,1103711.0,No footnotes
Poland,Female,2001,1029892.0,No footnotes
Poland,Female,2000,908773.0,No footnotes
Poland,Female,1999,797735.0,No footnotes
Poland,Male,2005,900009.0,No footnotes
Poland,Male,2004,867778.0,No footnotes
Poland,Male,2003,836717.0,No footnotes
Poland,Male,2002,802557.0,No footnotes
Poland,Male,2001,745093.0,No footnotes
Poland,Male,2000,670798.0,No footnotes
Poland,Male,1999,601355.0,No footnotes
Portugal,Female,2005,212053.0,No footnotes
Portugal,Female,2004,221496.0,No footnotes
Portugal,Female,2003,226860.0,No footnotes
Portugal,Female,2002,226113.0,No footnotes
Portugal,Female,2001,221042.0,No footnotes
Portugal,Female,2000,211221.0,No footnotes
Portugal,Female,1999,199444.0,No footnotes
Portugal,Male,2005,168884.0,No footnotes
Portugal,Male,2004,173567.0,No footnotes
Portugal,Male,2003,173971.0,No footnotes
Portugal,Male,2002,170488.0,No footnotes
Portugal,Male,2001,166661.0,No footnotes
Portugal,Male,2000,162524.0,No footnotes
Portugal,Male,1999,157346.0,No footnotes
Qatar,Female,2005,6641.0,No footnotes
Qatar,Female,2004,6633.0,No footnotes
Qatar,Female,2003,5696.0,No footnotes
Qatar,Female,2002,5678.0,No footnotes
Qatar,Female,2001,5718.0,No footnotes
Qatar,Female,1999,6380.0,1.0
Qatar,Male,2005,3119.0,No footnotes
Qatar,Male,2004,2654.0,No footnotes
Qatar,Male,2003,2130.0,No footnotes
Qatar,Male,2002,2153.0,No footnotes
Qatar,Male,2001,2090.0,No footnotes
Qatar,Male,1999,2500.0,No footnotes
Republic of Moldova,Female,2005,70046.0,No footnotes
Republic of Moldova,Female,2004,72440.0,No footnotes
Republic of Moldova,Female,2003,64405.0,No footnotes
Republic of Moldova,Female,2002,61022.0,No footnotes
Republic of Moldova,Female,2001,57277.0,No footnotes
Republic of Moldova,Female,2000,58491.0,No footnotes
Republic of Moldova,Female,1999,57916.0,No footnotes
Republic of Moldova,Male,2005,48482.0,No footnotes
Republic of Moldova,Male,2004,54445.0,No footnotes
Republic of Moldova,Male,2003,49833.0,No footnotes
Republic of Moldova,Male,2002,46709.0,No footnotes
Republic of Moldova,Male,2001,45548.0,No footnotes
Republic of Moldova,Male,2000,45453.0,No footnotes
Republic of Moldova,Male,1999,45756.0,No footnotes
Romania,Female,2005,403697.0,No footnotes
Romania,Female,2004,375691.0,No footnotes
Romania,Female,2003,349673.0,No footnotes
Romania,Female,2002,316443.0,No footnotes
Romania,Female,2001,285305.0,No footnotes
Romania,Female,2000,234572.0,No footnotes
Romania,Female,1999,208046.0,No footnotes
Romania,Male,2005,335109.0,No footnotes
Romania,Male,2004,310027.0,No footnotes
Romania,Male,2003,294238.0,No footnotes
Romania,Male,2002,265778.0,No footnotes
Romania,Male,2001,247847.0,No footnotes
Romania,Male,2000,218049.0,No footnotes
Romania,Male,1999,199674.0,No footnotes
Russian Federation,Female,2005,5144099.0,1.0
Russian Federation,Female,2004,4914593.0,1.0
Russian Federation,Female,2003,4608839.0,1.0
Russian Federation,Male,2005,3875457.0,No footnotes
Russian Federation,Male,2004,3707504.0,No footnotes
Russian Federation,Male,2003,3506466.0,No footnotes
Rwanda,Female,2005,10295.0,1.0
Rwanda,Female,2004,9865.0,No footnotes
Rwanda,Female,2003,7497.0,No footnotes
Rwanda,Female,2002,5443.0,No footnotes
Rwanda,Female,2001,4309.0,No footnotes
Rwanda,Female,2000,3914.0,1.0
Rwanda,Male,2005,16083.0,No footnotes
Rwanda,Male,2004,15368.0,No footnotes
Rwanda,Male,2003,12896.0,No footnotes
Rwanda,Male,2002,10497.0,No footnotes
Rwanda,Male,2001,8493.0,No footnotes
Rwanda,Male,2000,7714.0,No footnotes
Saint Lucia,Female,2005,1621.0,No footnotes
Saint Lucia,Female,2004,1777.0,No footnotes
Saint Lucia,Female,2003,1388.0,1.0
Saint Lucia,Male,2005,576.0,No footnotes
Saint Lucia,Male,2004,508.0,No footnotes
Saint Lucia,Male,2003,663.0,No footnotes
Samoa,Female,2001,523.0,1.0
Samoa,Female,2000,524.0,No footnotes
Samoa,Female,1999,888.0,No footnotes
Samoa,Male,2001,656.0,No footnotes
Samoa,Male,2000,658.0,No footnotes
Samoa,Male,1999,983.0,No footnotes
San Marino,Female,2000,545.0,No footnotes
San Marino,Male,2000,397.0,No footnotes
Saudi Arabia,Female,2005,350549.0,No footnotes
Saudi Arabia,Female,2004,336862.0,No footnotes
Saudi Arabia,Female,2003,305988.0,No footnotes
Saudi Arabia,Female,2002,261327.0,1.0
Saudi Arabia,Female,2001,237296.0,1.0
Saudi Arabia,Female,2000,225995.0,No footnotes
Saudi Arabia,Female,1999,199217.0,No footnotes
Saudi Arabia,Male,2005,253122.0,No footnotes
Saudi Arabia,Male,2004,236870.0,No footnotes
Saudi Arabia,Male,2003,219356.0,No footnotes
Saudi Arabia,Male,2002,183473.0,No footnotes
Saudi Arabia,Male,2001,195052.0,No footnotes
Saudi Arabia,Male,2000,178099.0,No footnotes
Saudi Arabia,Male,1999,150382.0,No footnotes
Serbia and Montenegro,Female,2001,112072.0,No footnotes
Serbia and Montenegro,Female,2000,123534.0,No footnotes
Serbia and Montenegro,Female,1999,105638.0,No footnotes
Serbia and Montenegro,Male,2001,96617.0,No footnotes
Serbia and Montenegro,Male,2000,109509.0,No footnotes
Serbia and Montenegro,Male,1999,91772.0,No footnotes
Sierra Leone,Female,2002,2602.0,1.0
Sierra Leone,Female,2001,2531.0,No footnotes
Sierra Leone,Male,2002,6439.0,No footnotes
Sierra Leone,Male,2001,6264.0,No footnotes
Slovakia,Female,2005,100334.0,No footnotes
Slovakia,Female,2004,89024.0,No footnotes
Slovakia,Female,2003,83873.0,No footnotes
Slovakia,Female,2002,79263.0,No footnotes
Slovakia,Female,2001,73809.0,No footnotes
Slovakia,Female,2000,68490.0,No footnotes
Slovakia,Female,1999,63535.0,No footnotes
Slovakia,Male,2005,81085.0,No footnotes
Slovakia,Male,2004,75643.0,No footnotes
Slovakia,Male,2003,74216.0,No footnotes
Slovakia,Male,2002,72919.0,No footnotes
Slovakia,Male,2001,70100.0,No footnotes
Slovakia,Male,2000,67424.0,No footnotes
Slovakia,Male,1999,59351.0,No footnotes
Slovenia,Female,2005,64885.0,No footnotes
Slovenia,Female,2004,59367.0,No footnotes
Slovenia,Female,2003,57037.0,No footnotes
Slovenia,Female,2002,57085.0,No footnotes
Slovenia,Female,2001,51323.0,No footnotes
Slovenia,Female,2000,47010.0,No footnotes
Slovenia,Female,1999,44341.0,No footnotes
Slovenia,Male,2005,47343.0,No footnotes
Slovenia,Male,2004,45029.0,No footnotes
Slovenia,Male,2003,44421.0,No footnotes
Slovenia,Male,2002,42129.0,No footnotes
Slovenia,Male,2001,40171.0,No footnotes
Slovenia,Male,2000,36806.0,No footnotes
Slovenia,Male,1999,34785.0,No footnotes
South Africa,Female,2005,401042.0,No footnotes
South Africa,Female,2004,403462.0,No footnotes
South Africa,Female,2003,385857.0,No footnotes
South Africa,Female,2002,362427.0,No footnotes
South Africa,Female,2001,352133.0,No footnotes
South Africa,Female,2000,356631.0,No footnotes
South Africa,Female,1999,340893.0,No footnotes
South Africa,Male,2005,334031.0,No footnotes
South Africa,Male,2004,341027.0,No footnotes
South Africa,Male,2003,331936.0,No footnotes
South Africa,Male,2002,312733.0,No footnotes
South Africa,Male,2001,306455.0,No footnotes
South Africa,Male,2000,288132.0,No footnotes
South Africa,Male,1999,292018.0,No footnotes
Spain,Female,2005,972119.0,No footnotes
Spain,Female,2004,990306.0,No footnotes
Spain,Female,2003,978081.0,No footnotes
Spain,Female,2002,974039.0,No footnotes
Spain,Female,2001,961984.0,No footnotes
Spain,Female,2000,968189.0,No footnotes
Spain,Female,1999,947621.0,No footnotes
Spain,Male,2005,837234.0,No footnotes
Spain,Male,2004,849597.0,No footnotes
Spain,Male,2003,862526.0,No footnotes
Spain,Male,2002,858721.0,No footnotes
Spain,Male,2001,871543.0,No footnotes
Spain,Male,2000,860798.0,No footnotes
Spain,Male,1999,839157.0,No footnotes
Sudan,Female,2000,96310.0,1.0
Sudan,Female,1999,94654.0,No footnotes
Sudan,Male,2000,107804.0,No footnotes
Sudan,Male,1999,105884.0,No footnotes
Suriname,Female,2002,3213.0,No footnotes
Suriname,Male,2002,1973.0,No footnotes
Swaziland,Female,2005,3064.0,No footnotes
Swaziland,Female,2004,3458.0,No footnotes
Swaziland,Female,2003,2923.0,1.0
Swaziland,Female,2002,2835.0,No footnotes
Swaziland,Female,2000,2299.0,No footnotes
Swaziland,Female,1999,2337.0,No footnotes
Swaziland,Male,2005,2833.0,No footnotes
Swaziland,Male,2004,3136.0,No footnotes
Swaziland,Male,2003,2446.0,No footnotes
Swaziland,Male,2002,2358.0,No footnotes
Swaziland,Male,2000,2439.0,No footnotes
Swaziland,Male,1999,2543.0,No footnotes
Sweden,Female,2005,254325.0,No footnotes
Sweden,Female,2004,255853.0,No footnotes
Sweden,Female,2003,247091.0,No footnotes
Sweden,Female,2002,227682.0,No footnotes
Sweden,Female,2001,211468.0,No footnotes
Sweden,Female,2000,201962.0,No footnotes
Sweden,Female,1999,192961.0,No footnotes
Sweden,Male,2005,172398.0,No footnotes
Sweden,Male,2004,173770.0,No footnotes
Sweden,Male,2003,167566.0,No footnotes
Sweden,Male,2002,155169.0,No footnotes
Sweden,Male,2001,146552.0,No footnotes
Sweden,Male,2000,144916.0,No footnotes
Sweden,Male,1999,142163.0,No footnotes
Switzerland,Female,2005,91945.0,No footnotes
Switzerland,Female,2004,88067.0,No footnotes
Switzerland,Female,2003,82258.0,No footnotes
Switzerland,Female,2002,73589.0,No footnotes
Switzerland,Female,2001,69747.0,No footnotes
Switzerland,Female,2000,66886.0,No footnotes
Switzerland,Female,1999,65235.0,No footnotes
Switzerland,Male,2005,107751.0,No footnotes
Switzerland,Male,2004,107880.0,No footnotes
Switzerland,Male,2003,103707.0,No footnotes
Switzerland,Male,2002,96496.0,No footnotes
Switzerland,Male,2001,93626.0,No footnotes
Switzerland,Male,2000,89993.0,No footnotes
Switzerland,Male,1999,91155.0,No footnotes
Tajikistan,Female,2005,30947.0,No footnotes
Tajikistan,Female,2004,26924.0,No footnotes
Tajikistan,Female,2003,24348.0,No footnotes
Tajikistan,Female,2002,20854.0,No footnotes
Tajikistan,Female,2001,18742.0,No footnotes
Tajikistan,Female,2000,20122.0,No footnotes
Tajikistan,Female,1999,19403.0,No footnotes
Tajikistan,Male,2005,88370.0,No footnotes
Tajikistan,Male,2004,81532.0,No footnotes
Tajikistan,Male,2003,73118.0,No footnotes
Tajikistan,Male,2002,64317.0,No footnotes
Tajikistan,Male,2001,59798.0,No footnotes
Tajikistan,Male,2000,59856.0,No footnotes
Tajikistan,Male,1999,56890.0,No footnotes
Tanzania,Female,2005,16548.0,1.0
Tanzania,Female,2004,12527.0,No footnotes
Tanzania,Female,2003,9535.0,No footnotes
Tanzania,Female,2002,6225.0,1.0
Tanzania,Female,2001,2914.0,No footnotes
Tanzania,Female,1999,3970.0,No footnotes
Tanzania,Male,2005,34532.0,No footnotes
Tanzania,Male,2004,30421.0,No footnotes
Tanzania,Male,2003,21514.0,No footnotes
Tanzania,Male,2002,20280.0,No footnotes
Tanzania,Male,2001,19046.0,No footnotes
Tanzania,Male,1999,14897.0,No footnotes
Thailand,Female,2005,1235685.0,No footnotes
Thailand,Female,2004,1208040.0,No footnotes
Thailand,Female,2003,1166995.0,1.0
Thailand,Female,2002,1122232.0,No footnotes
Thailand,Female,2001,1102962.0,No footnotes
Thailand,Female,2000,1028234.0,No footnotes
Thailand,Female,1999,968515.0,No footnotes
Thailand,Male,2005,1123442.0,No footnotes
Thailand,Male,2004,1043413.0,No footnotes
Thailand,Male,2003,1038586.0,No footnotes
Thailand,Male,2002,1033102.0,No footnotes
Thailand,Male,2001,992732.0,No footnotes
Thailand,Male,2000,872038.0,No footnotes
Thailand,Male,1999,845581.0,No footnotes
Timor Leste,Female,2002,3357.0,2.0
Timor Leste,Male,2002,2992.0,No footnotes
Togo,Female,2001,3119.0,1.0
Togo,Female,2000,2564.0,No footnotes
Togo,Female,1999,2615.0,No footnotes
Togo,Male,2001,15336.0,No footnotes
Togo,Male,2000,12607.0,No footnotes
Togo,Male,1999,12413.0,No footnotes
Tonga,Female,2004,393.0,1.0
Tonga,Female,2003,404.0,No footnotes
Tonga,Female,2002,363.0,1.0
Tonga,Female,2001,274.0,1.0
Tonga,Female,2000,318.0,1.0
Tonga,Female,1999,200.0,No footnotes
Tonga,Male,2004,264.0,No footnotes
Tonga,Male,2003,264.0,No footnotes
Tonga,Male,2002,237.0,5.0
Tonga,Male,2001,179.0,5.0
Tonga,Male,2000,208.0,5.0
Tonga,Male,1999,164.0,No footnotes
Trinidad and Tobago,Female,2005,9405.0,1.0
Trinidad and Tobago,Female,2004,9285.0,No footnotes
Trinidad and Tobago,Female,2003,7520.0,No footnotes
Trinidad and Tobago,Female,2002,5809.0,No footnotes
Trinidad and Tobago,Female,2001,5167.0,No footnotes
Trinidad and Tobago,Female,2000,4588.0,No footnotes
Trinidad and Tobago,Female,1999,4347.0,No footnotes
Trinidad and Tobago,Male,2005,7515.0,No footnotes
Trinidad and Tobago,Male,2004,7466.0,No footnotes
Trinidad and Tobago,Male,2003,4796.0,No footnotes
Trinidad and Tobago,Male,2002,4058.0,No footnotes
Trinidad and Tobago,Male,2001,3447.0,No footnotes
Trinidad and Tobago,Male,2000,3149.0,No footnotes
Trinidad and Tobago,Male,1999,3225.0,No footnotes
Tunisia,Female,2005,178312.0,No footnotes
Tunisia,Female,2004,164896.0,No footnotes
Tunisia,Female,2003,144674.0,No footnotes
Tunisia,Female,2002,121809.0,No footnotes
Tunisia,Female,2001,99855.0,1.0
Tunisia,Female,1999,76071.0,1.0
Tunisia,Male,2005,133257.0,No footnotes
Tunisia,Male,2004,126946.0,No footnotes
Tunisia,Male,2003,118740.0,No footnotes
Tunisia,Male,2002,104293.0,No footnotes
Tunisia,Male,2001,107533.0,5.0
Tunisia,Male,1999,81408.0,No footnotes
Turkey,Female,2005,881919.0,No footnotes
Turkey,Female,2004,816602.0,No footnotes
Turkey,Female,2003,810630.0,No footnotes
Turkey,Female,2002,694372.0,No footnotes
Turkey,Female,2001,656005.0,No footnotes
Turkey,Female,2000,629734.0,1.0
Turkey,Female,1999,580596.0,No footnotes
Turkey,Male,2005,1224432.0,No footnotes
Turkey,Male,2004,1156060.0,No footnotes
Turkey,Male,2003,1107853.0,No footnotes
Turkey,Male,2002,983564.0,No footnotes
Turkey,Male,2001,951383.0,No footnotes
Turkey,Male,2000,958633.0,No footnotes
Turkey,Male,1999,884144.0,No footnotes
Uganda,Female,2004,33914.0,No footnotes
Uganda,Female,2003,25538.0,1.0
Uganda,Female,2002,24659.0,1.0
Uganda,Female,2001,21575.0,No footnotes
Uganda,Female,2000,18877.0,No footnotes
Uganda,Female,1999,14005.0,1.0
Uganda,Male,2004,54446.0,No footnotes
Uganda,Male,2003,48552.0,No footnotes
Uganda,Male,2002,46885.0,No footnotes
Uganda,Male,2001,41011.0,No footnotes
Uganda,Male,2000,36890.0,No footnotes
Uganda,Male,1999,26586.0,5.0
Ukraine,Female,2005,1408242.0,No footnotes
Ukraine,Female,2004,1329142.0,2.0
Ukraine,Female,2003,1235249.0,2.0
Ukraine,Female,2002,1139384.0,2.0
Ukraine,Female,2001,1034902.0,No footnotes
Ukraine,Female,2000,952272.0,No footnotes
Ukraine,Female,1999,915837.0,No footnotes
Ukraine,Male,2005,1196633.0,No footnotes
Ukraine,Male,2004,1135932.0,3.0
Ukraine,Male,2003,1060972.0,3.0
Ukraine,Male,2002,995292.0,3.0
Ukraine,Male,2001,915853.0,No footnotes
Ukraine,Male,2000,859266.0,No footnotes
Ukraine,Male,1999,821162.0,No footnotes
United Arab Emirates,Female,2003,45220.0,1.0
United Arab Emirates,Female,2002,42134.0,1.0
United Arab Emirates,Female,2001,39048.0,1.0
United Arab Emirates,Female,2000,29782.0,1.0
United Arab Emirates,Female,1999,27140.0,1.0
United Arab Emirates,Male,2003,22962.0,No footnotes
United Arab Emirates,Male,2002,21285.0,No footnotes
United Arab Emirates,Male,2001,19608.0,No footnotes
United Arab Emirates,Male,2000,13677.0,No footnotes
United Arab Emirates,Male,1999,13233.0,No footnotes
United Kingdom,Female,2005,1308362.0,No footnotes
United Kingdom,Female,2004,1282015.0,No footnotes
United Kingdom,Female,2003,1278980.0,No footnotes
United Kingdom,Female,2002,1237795.0,No footnotes
United Kingdom,Female,2001,1127606.0,No footnotes
United Kingdom,Female,2000,1091854.0,No footnotes
United Kingdom,Female,1999,1106973.0,No footnotes
United Kingdom,Male,2005,979179.0,No footnotes
United Kingdom,Male,2004,965426.0,No footnotes
United Kingdom,Male,2003,1008853.0,No footnotes
United Kingdom,Male,2002,1002885.0,No footnotes
United Kingdom,Male,2001,939743.0,No footnotes
United Kingdom,Male,2000,932284.0,No footnotes
United Kingdom,Male,1999,973987.0,No footnotes
United States of America,Female,2005,9884782.0,No footnotes
United States of America,Female,2004,9644920.0,No footnotes
United States of America,Female,2003,9409595.0,No footnotes
United States of America,Female,2002,8967172.0,No footnotes
United States of America,Female,2001,7596436.0,No footnotes
United States of America,Female,2000,7362121.0,No footnotes
United States of America,Female,1999,7663037.0,1.0
United States of America,Male,2005,7387262.0,No footnotes
United States of America,Male,2004,7255551.0,No footnotes
United States of America,Male,2003,7202116.0,No footnotes
United States of America,Male,2002,6960815.0,No footnotes
United States of America,Male,2001,5999144.0,No footnotes
United States of America,Male,2000,5840759.0,No footnotes
United States of America,Male,1999,6106325.0,5.0
Uruguay,Female,2004,68422.0,1.0
Uruguay,Female,2003,67181.0,1.0
Uruguay,Female,2002,64375.0,1.0
Uruguay,Female,2001,61720.0,1.0
Uruguay,Female,2000,62473.0,1.0
Uruguay,Female,1999,57495.0,1.0
Uruguay,Male,2004,35009.0,No footnotes
Uruguay,Male,2003,34117.0,No footnotes
Uruguay,Male,2002,34145.0,No footnotes
Uruguay,Male,2001,35137.0,No footnotes
Uruguay,Male,2000,35168.0,No footnotes
Uruguay,Male,1999,33780.0,No footnotes
Uzbekistan,Female,2004,178904.0,1.0
Uzbekistan,Female,2003,173033.0,No footnotes
Uzbekistan,Female,2002,167191.0,1.0
Uzbekistan,Male,2004,228678.0,No footnotes
Uzbekistan,Male,2003,220877.0,No footnotes
Uzbekistan,Male,2002,213432.0,No footnotes
Vanuatu,Female,2004,345.0,1.0
Vanuatu,Female,2003,331.0,No footnotes
Vanuatu,Female,2002,317.0,1.0
Vanuatu,Male,2004,610.0,No footnotes
Vanuatu,Male,2003,583.0,No footnotes
Vanuatu,Male,2002,578.0,5.0
Venezuela,Female,2003,501678.0,1.0
Venezuela,Female,2002,476453.0,1.0
Venezuela,Female,2000,391644.0,No footnotes
Venezuela,Male,2003,481539.0,No footnotes
Venezuela,Male,2002,451382.0,5.0
Venezuela,Male,2000,276465.0,No footnotes
Vietnam,Female,2005,554356.0,No footnotes
Vietnam,Female,2004,543931.0,1.0
Vietnam,Female,2003,356609.0,No footnotes
Vietnam,Female,2002,335859.0,No footnotes
Vietnam,Female,2001,315150.0,No footnotes
Vietnam,Female,2000,304913.0,No footnotes
Vietnam,Female,1999,347629.0,No footnotes
Vietnam,Male,2005,800187.0,No footnotes
Vietnam,Male,2004,784554.0,No footnotes
Vietnam,Male,2003,472850.0,No footnotes
Vietnam,Male,2002,448816.0,No footnotes
Vietnam,Male,2001,434103.0,No footnotes
Vietnam,Male,2000,427274.0,No footnotes
Vietnam,Male,1999,462443.0,No footnotes
Yemen,Female,2005,52426.0,No footnotes
Yemen,Female,2004,50367.0,No footnotes
Yemen,Female,2000,35958.0,1.0
Yemen,Female,1999,34068.0,No footnotes
Yemen,Male,2005,148617.0,No footnotes
Yemen,Male,2004,141704.0,No footnotes
Yemen,Male,2000,137172.0,No footnotes
Yemen,Male,1999,130098.0,No footnotes
Zambia,Female,2000,7767.0,1.0
Zambia,Female,1999,7325.0,1.0
Zambia,Male,2000,16786.0,No footnotes
Zambia,Male,1999,15830.0,No footnotes
Zimbabwe,Female,2003,21631.0,1.0
Zimbabwe,Female,2002,24569.0,1.0
Zimbabwe,Female,2001,21859.0,1.0
Zimbabwe,Female,2000,18296.0,1.0
Zimbabwe,Male,2003,34058.0,No footnotes
Zimbabwe,Male,2002,35652.0,No footnotes
Zimbabwe,Male,2001,37723.0,No footnotes
Zimbabwe,Male,2000,30598.0,No footnotes
