reference_area,time_period,observation_value
Ireland,2010,99.37821
Ireland,2012,99.57336
Israel,1999,288.20407
Israel,2000,97.92391
Israel,2001,98.94632
Israel,2002,99.61436
Israel,2003,99.65842
Israel,2004,99.90999
Israel,2005,99.77455
Israel,2006,99.74289
Israel,2007,99.3861
Israel,2008,98.69106
Israel,2009,98.39357
Israel,2010,98.05049
Israel,2011,98.07147
Israel,2012,97.39531
Israel,2013,97.80741
Israel,2014,98.39216
Italy,1999,254.40173
Italy,2000,258.63018999999997
Italy,2001,262.84451
Italy,2002,269.30722000000003
Italy,2003,271.07692000000003
Italy,2004,274.48219
Italy,2005,274.36376
Italy,2006,277.2362
Italy,2007,276.61108
Italy,2008,283.56208000000004
Italy,2009,283.16618
Italy,2010,287.11594
Italy,2011,281.17816
Italy,2012,280.94168
Italy,2013,285.97706
Jamaica,1975,164.35499
Jamaica,1976,171.39339999999999
Jamaica,1977,175.44484
Jamaica,1981,191.69331
Jamaica,1983,183.02445
Jamaica,1984,177.22683
Jamaica,1985,179.83428
Jamaica,1986,173.03516
Jamaica,1999,246.84048
Jamaica,2000,231.86451
Jamaica,2001,228.96774
Jamaica,2002,230.03714
Jamaica,2003,230.22671000000003
Jamaica,2004,245.23836
Jamaica,2005,244.50418000000002
Jamaica,2011,233.29273999999998
Jamaica,2013,202.68665
Jamaica,2014,200.70799
Japan,1978,279.75089
Japan,1989,95.36159
Japan,1994,98.94419
Japan,1995,99.83584
Japan,1999,99.14993
Japan,2001,100.0
Japan,2002,100.0
Japan,2003,99.74864
Japan,2004,99.07287
Japan,2005,98.9149
Japan,2006,294.83892
Japan,2007,293.20468
Japan,2008,294.06107
Japan,2009,294.95177
Japan,2010,296.91952
Japan,2011,297.26546
Japan,2012,297.43845999999996
Japan,2013,297.62472
Jordan,1999,232.79231
Jordan,2000,238.16323
Jordan,2002,250.78154
Jordan,2003,253.52920999999998
Jordan,2004,252.55749
Jordan,2005,246.12308000000002
Jordan,2006,257.80196
Jordan,2008,261.48621
Jordan,2011,256.56717
Kazakhstan,2000,265.19184
Kazakhstan,2006,94.17762
Kazakhstan,2010,91.85513
Kazakhstan,2011,92.15327
Kazakhstan,2012,92.78353
Kazakhstan,2013,278.03019
Kazakhstan,2014,95.94628
Kazakhstan,2015,98.09894
Kenya,2000,99.96227999999999
Kenya,2001,102.44778
Kenya,2002,103.99597
Kenya,2003,108.92811
Kenya,2004,117.52513
Kenya,2005,123.09385
Kenya,2006,126.83855
Kenya,2007,133.30651
Kenya,2008,149.13409000000001
Kenya,2009,150.71076
Kenya,2012,169.52455
Kiribati,1986,70.00301
Kiribati,2003,206.22108
Kiribati,2004,207.51842
Kiribati,2005,207.66282
Kuwait,1978,66.19009
Kuwait,1979,67.92535
Kuwait,1980,71.1687
Kuwait,1992,137.59724
Kuwait,1994,203.01242000000002
Kuwait,1996,290.21823
Kuwait,1997,285.68574
Kuwait,1999,265.79983
Kuwait,2000,266.71709
Kuwait,2001,266.00756
Kuwait,2006,265.82045
Kuwait,2007,260.33041000000003
Kuwait,2008,252.61248
Kuwait,2009,242.53413
Kuwait,2010,250.47735
Kuwait,2011,249.06198999999998
Kuwait,2012,249.13207
Kyrgyzstan,2004,246.13867
Kyrgyzstan,2005,241.04631
Kyrgyzstan,2006,240.66926
Kyrgyzstan,2007,239.60685
Kyrgyzstan,2008,239.34943
Kyrgyzstan,2009,235.02866
Kyrgyzstan,2010,233.7528
Kyrgyzstan,2011,238.22739
Kyrgyzstan,2013,241.74984
Kyrgyzstan,2014,240.53313
Lao People's Democratic Republic,1992,41.78267
Lao People's Democratic Republic,1993,43.2629
Lao People's Democratic Republic,1994,51.30829
Lao People's Democratic Republic,1997,62.234390000000005
Lao People's Democratic Republic,1998,68.89789999999999
Lao People's Democratic Republic,1999,76.94266
Lao People's Democratic Republic,2000,82.34019
Lao People's Democratic Republic,2001,87.05084
Lao People's Democratic Republic,2002,90.03495000000001
Lao People's Democratic Republic,2003,99.99663
Lao People's Democratic Republic,2004,104.80015
Lao People's Democratic Republic,2005,105.41284999999999
Lao People's Democratic Republic,2006,102.90029
Lao People's Democratic Republic,2007,105.63728
Lao People's Democratic Republic,2008,108.11907
Lao People's Democratic Republic,2009,112.43601000000001
Lao People's Democratic Republic,2010,117.7167
Lao People's Democratic Republic,2011,119.58653000000001
Lao People's Democratic Republic,2012,127.51211
Lao People's Democratic Republic,2013,137.28181999999998
Lao People's Democratic Republic,2014,152.45705
Latvia,1994,79.00995
Latvia,2008,274.92969
Latvia,2009,265.46394
Latvia,2010,259.40702999999996
Latvia,2011,256.30745
Latvia,2012,253.61726
Latvia,2013,269.63147
Latvia,2014,282.89721
Lebanon,2006,208.49214
Lebanon,2007,207.22167
Lebanon,2008,208.99864
Lebanon,2009,212.35365000000002
Lebanon,2010,207.15005000000002
Lebanon,2011,208.87608
Lebanon,2012,194.50313999999997
Lesotho,1977,29.36436
Lesotho,1978,29.02323
Lesotho,1979,34.76655
Lesotho,1980,36.36518
Lesotho,1981,37.71455
Lesotho,1982,39.46854
Lesotho,1983,35.15979
Lesotho,1984,35.7352
Lesotho,1985,36.92649
Lesotho,1986,38.25314
Lesotho,1991,45.39853
Lesotho,1992,51.23509
Lesotho,1993,54.091359999999995
Lesotho,1994,50.98593
Lesotho,1996,56.82471
Lesotho,1998,43.03019
Lesotho,1999,55.38091
Lesotho,2000,60.96616
Lesotho,2001,67.06316000000001
Lesotho,2002,68.80151
Lesotho,2003,70.29063
Lesotho,2004,72.20324
Lesotho,2005,76.39304
Lesotho,2006,76.0505
Lesotho,2007,79.15898
Lesotho,2008,83.89247
Lesotho,2009,89.61633
Lesotho,2010,97.27341999999999
Lesotho,2011,99.07043999999999
Lesotho,2012,100.25331
Lesotho,2014,104.21403000000001
Libyan Arab Jamahiriya,1975,33.48371
Libyan Arab Jamahiriya,1976,41.89485
Libyan Arab Jamahiriya,1977,138.63597
Libyan Arab Jamahiriya,1978,157.4934
Libyan Arab Jamahiriya,1979,167.57453999999998
Libyan Arab Jamahiriya,1980,174.44196
Libyan Arab Jamahiriya,1981,167.23185
Libyan Arab Jamahiriya,1983,176.51292999999998
Liechtenstein,2003,94.00596
Liechtenstein,2004,275.78156
Liechtenstein,2008,271.89269
Liechtenstein,2009,91.82644
Liechtenstein,2010,273.38766
Liechtenstein,2011,92.36228
Liechtenstein,2012,276.46605
Liechtenstein,2014,91.53872
Lithuania,1995,248.95915
Lithuania,1996,85.17269
Lithuania,1998,266.47615
Lithuania,1999,270.66336
Lithuania,2000,276.17652
Lithuania,2001,281.50503000000003
Lithuania,2002,96.66513
Lithuania,2003,98.56684
Lithuania,2004,99.131
Lithuania,2005,98.29653
Lithuania,2006,287.19498
Lithuania,2007,283.6496
Lithuania,2008,280.73645
Lithuania,2009,279.78528
Lithuania,2010,279.5919
Lithuania,2011,278.49335
Lithuania,2012,278.24874
Lithuania,2013,282.77595
Lithuania,2014,289.1073
Luxembourg,1975,166.29043000000001
Luxembourg,1976,168.95883
Luxembourg,1977,172.07365
Luxembourg,1978,58.5089
Luxembourg,1982,203.01877000000002
Luxembourg,1983,204.34927
Luxembourg,1984,205.11840999999998
Luxembourg,1986,202.48153000000002
Luxembourg,1987,201.01225
Luxembourg,1988,182.99389
Luxembourg,1995,65.99029
Luxembourg,1996,208.33778
Luxembourg,1997,208.18220000000002
Luxembourg,1999,252.00115
Luxembourg,2000,251.92915
Luxembourg,2001,242.14866999999998
Luxembourg,2002,240.07994
Luxembourg,2003,240.4028
Luxembourg,2004,239.24316
Luxembourg,2005,249.01395000000002
Luxembourg,2006,250.57459
Luxembourg,2007,252.50506000000001
Luxembourg,2008,255.12567
Luxembourg,2010,260.53789
Luxembourg,2011,259.49309
Luxembourg,2012,257.51129
Luxembourg,2013,256.40454
MDG_Caribbean,1975,97.8977889552054
MDG_Caribbean,1976,112.0391214277627
MDG_Caribbean,1977,124.13164405401349
MDG_Caribbean,1978,128.3960406980568
MDG_Caribbean,1979,135.5578828401595
MDG_Caribbean,1980,147.8143709567857
MDG_Caribbean,1981,147.643400707667
MDG_Caribbean,1982,147.6915375609162
MDG_Caribbean,1983,147.6357178034881
MDG_Caribbean,1984,151.1525731917334
MDG_Caribbean,1985,149.97481057082712
MDG_Caribbean,1986,148.3877977964836
MDG_Caribbean,1987,147.7255725386618
MDG_Caribbean,1988,148.3812079973848
MDG_Caribbean,1989,147.9756749038478
MDG_Caribbean,1990,146.7505126741594
MDG_Caribbean,1991,145.0849407600836
MDG_Caribbean,1992,140.8990258917058
MDG_Caribbean,1993,136.5072992939089
MDG_Caribbean,1994,132.55817237921582
MDG_Caribbean,1995,133.4434538203194
MDG_Caribbean,1996,139.814095931717
MDG_Caribbean,1997,144.2743059827416
MDG_Caribbean,1998,142.7898267357462
MDG_Caribbean,1999,146.0889498784603
MDG_Caribbean,2000,149.4834515028618
MDG_Caribbean,2001,155.0839333634935
MDG_Caribbean,2002,161.2349827983818
MDG_Caribbean,2003,164.2296927380305
MDG_Caribbean,2004,166.2433447362323
MDG_Caribbean,2005,170.6164356813864
MDG_Caribbean,2006,173.84950241871
MDG_Caribbean,2007,176.1540169957496
MDG_Caribbean,2008,173.5827840470404
MDG_Caribbean,2009,174.3217246260314
MDG_Caribbean,2010,173.9660963674728
MDG_Caribbean,2011,172.1980848913406
MDG_Caribbean,2012,170.9227483693095
MDG_Caribbean,2013,172.2249138001057
MDG_Caribbean,2014,175.9525321886733
MDG_Caucasus and Central Asia,1999,234.4868307810874
MDG_Caucasus and Central Asia,2000,240.5366625575019
MDG_Caucasus and Central Asia,2001,245.54845142257489
MDG_Caucasus and Central Asia,2002,251.1217135365741
MDG_Caucasus and Central Asia,2003,85.9238710970712
MDG_Caucasus and Central Asia,2004,260.0684185562976
MDG_Caucasus and Central Asia,2005,252.4442371318621
MDG_Caucasus and Central Asia,2006,254.74254098714368
MDG_Caucasus and Central Asia,2007,257.5132400354596
MDG_Caucasus and Central Asia,2008,256.3606410187027
MDG_Caucasus and Central Asia,2009,258.3846477179715
MDG_Caucasus and Central Asia,2010,259.1195575482148
MDG_Caucasus and Central Asia,2011,259.9305066256673
MDG_Caucasus and Central Asia,2012,261.12141103923136
MDG_Caucasus and Central Asia,2013,261.6212315914636
MDG_Caucasus and Central Asia,2014,263.3992432730741
MDG_Developed regions,1986,256.3948795549844
MDG_Developed regions,1987,257.5524300144975
MDG_Developed regions,1988,257.0758129006388
MDG_Developed regions,1989,256.2357990088385
MDG_Developed regions,1990,255.18841683018252
MDG_Developed regions,1991,255.1474892141387
MDG_Developed regions,1992,256.1491077164701
MDG_Developed regions,1993,259.78711016158513
MDG_Developed regions,1994,263.041085955953
MDG_Developed regions,1995,263.6478088141742
MDG_Developed regions,1996,263.9215465369109
MDG_Developed regions,1997,264.0692485821033
MDG_Developed regions,1998,263.085454039766
MDG_Developed regions,1999,263.3754098539007
MDG_Developed regions,2000,263.5722603865029
MDG_Developed regions,2001,264.833865426786
MDG_Developed regions,2002,264.337103255741
MDG_Developed regions,2003,267.30430175554
MDG_Developed regions,2004,266.1540858815898
MDG_Developed regions,2005,266.1218100699154
MDG_Developed regions,2006,265.8275264921299
MDG_Developed regions,2007,265.8876458552806
MDG_Developed regions,2008,267.4802268802362
MDG_Developed regions,2009,268.04792265329843
MDG_Developed regions,2010,268.5910519490096
MDG_Developed regions,2011,269.1060136459655
MDG_Developed regions,2012,270.46684652353133
MDG_Developed regions,2013,273.1854977015404
MDG_Developed regions,2014,275.8196841037015
MDG_Developing regions,1998,144.832519866885
MDG_Developing regions,1999,145.75538237850378
MDG_Developing regions,2000,149.5313012869779
MDG_Developing regions,2001,152.28021601592252
MDG_Developing regions,2002,154.6661119690561
MDG_Developing regions,2003,157.8486007168055
MDG_Developing regions,2004,161.1969446182188
MDG_Developing regions,2005,163.9173226282138
MDG_Developing regions,2006,164.9476387803614
MDG_Developing regions,2007,167.3850853563201
MDG_Developing regions,2008,168.976875303348
MDG_Developing regions,2009,169.3025788004004
MDG_Developing regions,2010,173.10643031250652
MDG_Developing regions,2011,176.87897712289998
MDG_Developing regions,2012,179.1758725122952
MDG_Developing regions,2013,182.1312016570734
MDG_Developing regions,2014,184.2148973214465
MDG_Eastern Asia,1998,206.743296949036
MDG_Eastern Asia,1999,210.9722268854133
MDG_Eastern Asia,2000,213.91586253283072
MDG_Eastern Asia,2001,217.1649212642679
MDG_Eastern Asia,2002,214.348180308314
MDG_Eastern Asia,2003,216.9582891767276
MDG_Eastern Asia,2004,220.519611689695
MDG_Eastern Asia,2005,224.3327646904849
MDG_Eastern Asia,2006,220.7440094322624
MDG_Eastern Asia,2007,220.29755996465917
MDG_Eastern Asia,2008,215.6124209190233
MDG_Eastern Asia,2009,216.44195009857788
MDG_Eastern Asia,2010,220.75614749623782
MDG_Eastern Asia,2011,224.8342534138887
MDG_Eastern Asia,2012,227.041736513719
MDG_Eastern Asia,2013,234.446352794118
MDG_Eastern Asia,2014,247.4829017469161
MDG_Landlocked developing countries,1998,98.2619881330469
MDG_Landlocked developing countries,1999,98.72474324228119
MDG_Landlocked developing countries,2000,102.2568231396784
MDG_Landlocked developing countries,2001,104.47065131619871
MDG_Landlocked developing countries,2002,108.1179420963903
MDG_Landlocked developing countries,2003,110.1908554412644
MDG_Landlocked developing countries,2004,113.0709977125598
MDG_Landlocked developing countries,2005,114.4970889949731
MDG_Landlocked developing countries,2006,117.8506433608278
MDG_Landlocked developing countries,2007,119.9628805548835
MDG_Landlocked developing countries,2008,123.6360303288274
MDG_Landlocked developing countries,2009,124.5639849067305
MDG_Landlocked developing countries,2010,126.84130184128179
MDG_Landlocked developing countries,2011,128.026468939022
MDG_Landlocked developing countries,2012,128.8774338724514
MDG_Landlocked developing countries,2013,128.3504299771947
MDG_Landlocked developing countries,2014,128.5961012793419
MDG_Latin America,1986,59.3369670180797
MDG_Latin America,1987,59.6084543324466
MDG_Latin America,1988,59.6291139018553
MDG_Latin America,1989,59.3221097837642
MDG_Latin America,1990,59.58562698866
MDG_Latin America,1991,60.1114892230676
MDG_Latin America,1992,60.6370789356532
MDG_Latin America,1993,60.5656247071047
MDG_Latin America,1994,61.1808799677741
MDG_Latin America,1995,62.0740926717595
MDG_Latin America,1996,63.2058556688564
MDG_Latin America,1997,63.5929904636852
MDG_Latin America,1998,195.5524985987631
MDG_Latin America,1999,196.5836568592835
MDG_Latin America,2000,199.85690805853199
MDG_Latin America,2001,202.3434975291472
MDG_Latin America,2002,205.2876707844011
MDG_Latin America,2003,200.7102601591901
MDG_Latin America,2004,204.3406223055205
MDG_Latin America,2005,207.3110271189002
MDG_Latin America,2006,208.79908613587162
MDG_Latin America,2007,209.7939588352676
MDG_Latin America,2008,217.2980114746004
MDG_Latin America,2009,220.1466282756095
MDG_Latin America,2010,221.300113094518
MDG_Latin America,2011,221.9611784415389
MDG_Latin America,2012,223.0095408439235
MDG_Latin America,2013,229.652436563751
MDG_Latin America,2014,231.2991974317683
MDG_Latin America and the Caribbean,1986,58.6009594623833
MDG_Latin America and the Caribbean,1987,58.8527016487313
MDG_Latin America and the Caribbean,1988,58.9051372189591
MDG_Latin America and the Caribbean,1989,58.628412413988
MDG_Latin America and the Caribbean,1990,58.8665204787042
MDG_Latin America and the Caribbean,1991,59.3424290814267
MDG_Latin America and the Caribbean,1992,59.765203385217
MDG_Latin America and the Caribbean,1993,59.6225668254026
MDG_Latin America and the Caribbean,1994,60.1282962947103
MDG_Latin America and the Caribbean,1995,60.9801458302692
MDG_Latin America and the Caribbean,1996,62.1646820798285
MDG_Latin America and the Caribbean,1997,62.6112089670228
MDG_Latin America and the Caribbean,1998,192.159865849214
MDG_Latin America and the Caribbean,1999,193.232016757888
MDG_Latin America and the Caribbean,2000,196.5374865167799
MDG_Latin America and the Caribbean,2001,199.1586189192637
MDG_Latin America and the Caribbean,2002,202.30760594899618
MDG_Latin America and the Caribbean,2003,198.2298614090342
MDG_Latin America and the Caribbean,2004,201.7674387213722
MDG_Latin America and the Caribbean,2005,204.8381859888311
MDG_Latin America and the Caribbean,2006,206.46144683026972
MDG_Latin America and the Caribbean,2007,207.55734228577552
MDG_Latin America and the Caribbean,2008,214.4048403577003
MDG_Latin America and the Caribbean,2009,217.1326647336918
MDG_Latin America and the Caribbean,2010,218.1825104518408
MDG_Latin America and the Caribbean,2011,218.72495421795037
MDG_Latin America and the Caribbean,2012,219.6225030391011
MDG_Latin America and the Caribbean,2013,225.902366614635
MDG_Latin America and the Caribbean,2014,227.6630860005729
MDG_Least developed countries,1976,11.9418687677448
MDG_Least developed countries,1977,35.37056582602218
MDG_Least developed countries,1978,36.85049263530264
MDG_Least developed countries,1979,38.85528931345383
MDG_Least developed countries,1980,41.70685215814202
MDG_Least developed countries,1981,41.086585657178745
MDG_Least developed countries,1982,43.39598007114
MDG_Least developed countries,1983,45.561011302201095
MDG_Least developed countries,1984,46.5432553682809
MDG_Least developed countries,1985,46.267372533667995
MDG_Least developed countries,1986,46.0902899577787
MDG_Least developed countries,1987,46.6284586851283
MDG_Least developed countries,1988,47.008475896616304
MDG_Least developed countries,1989,47.0757204785456
MDG_Least developed countries,1990,46.0242681468206
MDG_Least developed countries,1991,48.7269922271243
MDG_Least developed countries,1992,50.9124734922535
MDG_Least developed countries,1993,52.900119512447
MDG_Least developed countries,1994,55.5502225575018
MDG_Least developed countries,1995,58.948677991509996
MDG_Least developed countries,1996,61.213300903234
MDG_Least developed countries,1997,63.1194778082111
MDG_Least developed countries,1998,66.0784037674499
MDG_Least developed countries,1999,68.5444992464607
MDG_Least developed countries,2000,71.5675085652457
MDG_Least developed countries,2001,73.9351451978838
MDG_Least developed countries,2002,76.8447701361714
MDG_Least developed countries,2003,78.2570996206654
MDG_Least developed countries,2004,79.1511642829919
MDG_Least developed countries,2005,80.6955495026699
MDG_Least developed countries,2006,84.10068502284031
MDG_Least developed countries,2007,86.9827495245553
MDG_Least developed countries,2008,89.6591585308513
MDG_Least developed countries,2009,93.789847154653
MDG_Least developed countries,2010,97.2797918724789
MDG_Least developed countries,2011,99.1272497448337
MDG_Least developed countries,2012,102.10241034502641
MDG_Least developed countries,2013,104.65409836811921
MDG_Least developed countries,2014,105.5409654866422
MDG_Northern Africa,1975,63.7177099324271
MDG_Northern Africa,1976,69.8488626780415
MDG_Northern Africa,1977,76.3662761997407
MDG_Northern Africa,1978,82.7962178198463
MDG_Northern Africa,1979,87.60186278330809
MDG_Northern Africa,1980,91.5536310362907
MDG_Northern Africa,1981,95.0882500362375
MDG_Northern Africa,1982,101.5975685103126
MDG_Northern Africa,1983,108.20215047302591
MDG_Northern Africa,1984,114.39362229238489
MDG_Northern Africa,1985,120.5541844415928
MDG_Northern Africa,1986,128.97195841994352
MDG_Northern Africa,1987,135.1710209736646
MDG_Northern Africa,1988,138.1175826700534
MDG_Northern Africa,1989,142.2566041990672
MDG_Northern Africa,1990,155.4679377604179
MDG_Northern Africa,1991,157.1740905598802
MDG_Northern Africa,1992,151.679863942169
MDG_Northern Africa,1993,153.51136051067868
MDG_Northern Africa,1994,161.93754277859279
MDG_Northern Africa,1995,160.5624402340396
MDG_Northern Africa,1996,159.4653112885125
MDG_Northern Africa,1997,165.4071274982261
MDG_Northern Africa,1998,171.8719762035498
MDG_Northern Africa,1999,179.1688715474104
MDG_Northern Africa,2000,183.1359165187086
MDG_Northern Africa,2001,189.2829873020373
MDG_Northern Africa,2002,192.9784774437166
MDG_Northern Africa,2003,195.65670696109152
MDG_Northern Africa,2004,199.9036712556213
MDG_Northern Africa,2005,199.06023821704588
MDG_Northern Africa,2006,199.10765578068492
MDG_Northern Africa,2007,192.7074515694023
MDG_Northern Africa,2008,195.7975399510651
MDG_Northern Africa,2009,204.347619448148
MDG_Northern Africa,2010,211.776654204864
MDG_Northern Africa,2011,226.7792819024996
MDG_Northern Africa,2012,231.2947478335348
MDG_Northern Africa,2013,234.5014593260509
MDG_Northern Africa,2014,235.1867635090454
MDG_Small island developing States,1975,94.9432555179829
MDG_Small island developing States,1976,105.85448590421001
MDG_Small island developing States,1977,115.3915950298247
MDG_Small island developing States,1978,118.5228967000825
MDG_Small island developing States,1979,124.0443673245588
MDG_Small island developing States,1980,132.8537010921256
MDG_Small island developing States,1981,132.0236752572408
MDG_Small island developing States,1982,132.2980243733861
MDG_Small island developing States,1983,132.2598203916072
MDG_Small island developing States,1984,134.47540150982718
MDG_Small island developing States,1985,133.396008254876
MDG_Small island developing States,1986,132.2411095984236
MDG_Small island developing States,1987,131.6816540689089
MDG_Small island developing States,1988,131.7856998057384
MDG_Small island developing States,1989,131.2455886202661
MDG_Small island developing States,1990,129.90295481404291
MDG_Small island developing States,1991,129.0625812073266
MDG_Small island developing States,1992,126.6703022930796
MDG_Small island developing States,1993,124.0189133351094
MDG_Small island developing States,1994,121.91107978247891
MDG_Small island developing States,1995,122.73318554090889
MDG_Small island developing States,1996,128.41353837235198
MDG_Small island developing States,1997,132.7634232707911
MDG_Small island developing States,1998,131.8764066640579
MDG_Small island developing States,1999,135.0257408727081
MDG_Small island developing States,2000,138.2225091359284
MDG_Small island developing States,2001,143.4374261504154
MDG_Small island developing States,2002,148.98746332054742
MDG_Small island developing States,2003,152.20244764146972
MDG_Small island developing States,2004,154.92735290370229
MDG_Small island developing States,2005,158.6082807078306
MDG_Small island developing States,2006,161.3388953024794
MDG_Small island developing States,2007,162.8778770932331
MDG_Small island developing States,2008,161.5307680221734
MDG_Small island developing States,2009,162.9562700167548
MDG_Small island developing States,2010,163.7711565530632
MDG_Small island developing States,2011,163.02934327937191
MDG_Small island developing States,2012,162.66032022832292
MDG_Small island developing States,2013,163.4271534466676
MDG_Small island developing States,2014,166.0486200080796
MDG_South-eastern Asia,1975,72.8365454486286
MDG_South-eastern Asia,1976,75.9073171425481
MDG_South-eastern Asia,1977,78.3014680228482
MDG_South-eastern Asia,1978,81.65597485049369
MDG_South-eastern Asia,1979,84.6357454443493
MDG_South-eastern Asia,1980,87.4955211742255
MDG_South-eastern Asia,1981,89.2596375423608
MDG_South-eastern Asia,1982,91.5598486388984
MDG_South-eastern Asia,1983,96.3319499194229
MDG_South-eastern Asia,1984,97.06576344575319
MDG_South-eastern Asia,1985,101.3387925028391
MDG_South-eastern Asia,1986,104.883534502663
MDG_South-eastern Asia,1987,111.6134254911515
MDG_South-eastern Asia,1988,112.98488020448079
MDG_South-eastern Asia,1989,113.360031389594
MDG_South-eastern Asia,1990,109.354467397446
MDG_South-eastern Asia,1991,110.2746174780188
MDG_South-eastern Asia,1992,112.9525049817756
MDG_South-eastern Asia,1993,115.7467971981219
MDG_South-eastern Asia,1994,120.5260182722552
MDG_South-eastern Asia,1995,127.80702560497281
MDG_South-eastern Asia,1996,134.620540395226
MDG_South-eastern Asia,1997,140.5641617674916
MDG_South-eastern Asia,1998,143.675883246076
MDG_South-eastern Asia,1999,144.6645242025738
MDG_South-eastern Asia,2000,147.0260649627236
MDG_South-eastern Asia,2001,149.0910207686817
MDG_South-eastern Asia,2002,153.1360547957951
MDG_South-eastern Asia,2003,159.4102407228332
MDG_South-eastern Asia,2004,163.8362288102617
MDG_South-eastern Asia,2005,163.1004753896634
MDG_South-eastern Asia,2006,169.010069116437
MDG_South-eastern Asia,2007,179.4099185192194
MDG_South-eastern Asia,2008,180.1357629700591
MDG_South-eastern Asia,2009,181.9087987158276
MDG_South-eastern Asia,2010,185.4747312617649
MDG_South-eastern Asia,2011,194.8408411349236
MDG_South-eastern Asia,2012,197.506512463712
MDG_South-eastern Asia,2013,199.94425434447191
MDG_South-eastern Asia,2014,200.5166109578292
MDG_Southern Asia,1999,119.47563687374199
MDG_Southern Asia,2000,123.1919551577277
MDG_Southern Asia,2001,123.7963327990164
MDG_Southern Asia,2002,127.6604586702451
MDG_Southern Asia,2003,132.0311616462684
MDG_Southern Asia,2004,135.2170111741431
MDG_Southern Asia,2005,140.0611532368
MDG_Southern Asia,2006,144.1220579137677
MDG_Southern Asia,2007,149.5465485121304
MDG_Southern Asia,2008,155.0414728438102
MDG_Southern Asia,2009,154.0404022821448
MDG_Southern Asia,2010,160.6342550058628
MDG_Southern Asia,2011,166.41639745055488
MDG_Southern Asia,2012,172.2901978452746
MDG_Southern Asia,2013,176.543572324187
MDG_Southern Asia,2014,177.2126166147435
MDG_Southern Asia excluding India,1975,21.8968726155414
MDG_Southern Asia excluding India,1976,64.953249931257
MDG_Southern Asia excluding India,1977,64.267922572864
MDG_Southern Asia excluding India,1978,66.4630795348164
MDG_Southern Asia excluding India,1979,66.1455079228994
MDG_Southern Asia excluding India,1980,69.3917023874103
MDG_Southern Asia excluding India,1981,67.7571939261613
MDG_Southern Asia excluding India,1982,69.2146313116778
MDG_Southern Asia excluding India,1983,72.3570911235643
MDG_Southern Asia excluding India,1984,74.1959309987102
MDG_Southern Asia excluding India,1985,75.0577413762698
MDG_Southern Asia excluding India,1986,76.1672518901594
MDG_Southern Asia excluding India,1987,79.4918693739162
MDG_Southern Asia excluding India,1988,80.874543150425
MDG_Southern Asia excluding India,1989,83.0368005399994
MDG_Southern Asia excluding India,1990,85.5245608577634
MDG_Southern Asia excluding India,1991,93.1061911728981
MDG_Southern Asia excluding India,1992,101.3691122146863
MDG_Southern Asia excluding India,1993,106.5324737597521
MDG_Southern Asia excluding India,1994,112.1964548648167
MDG_Southern Asia excluding India,1995,115.9965603341235
MDG_Southern Asia excluding India,1996,119.6720974434069
MDG_Southern Asia excluding India,1997,122.44528954385359
MDG_Southern Asia excluding India,1998,124.7204086230688
MDG_Southern Asia excluding India,1999,127.2258409007175
MDG_Southern Asia excluding India,2000,127.97688309987811
MDG_Southern Asia excluding India,2001,128.100808434753
MDG_Southern Asia excluding India,2002,128.7365237487039
MDG_Southern Asia excluding India,2003,127.1074380780692
MDG_Southern Asia excluding India,2004,126.618928523028
MDG_Southern Asia excluding India,2005,126.21199698445369
MDG_Southern Asia excluding India,2006,133.851073518493
MDG_Southern Asia excluding India,2007,136.5899477090162
MDG_Southern Asia excluding India,2008,137.5524847398596
MDG_Southern Asia excluding India,2009,141.26066928335212
MDG_Southern Asia excluding India,2010,143.6053899235767
MDG_Southern Asia excluding India,2011,145.7370059706022
MDG_Southern Asia excluding India,2012,150.8965205768045
MDG_Southern Asia excluding India,2013,154.5317836098749
MDG_Southern Asia excluding India,2014,156.7716926084215
MDG_Sub-Saharan Africa,1998,59.1730118272893
MDG_Sub-Saharan Africa,1999,60.0689129367031
MDG_Sub-Saharan Africa,2000,62.0608275423225
MDG_Sub-Saharan Africa,2001,64.3409138775322
MDG_Sub-Saharan Africa,2002,67.0776726959305
MDG_Sub-Saharan Africa,2003,69.7080374076201
MDG_Sub-Saharan Africa,2004,73.2000018610295
MDG_Sub-Saharan Africa,2005,75.87048219028131
MDG_Sub-Saharan Africa,2006,78.16723942158299
MDG_Sub-Saharan Africa,2007,80.9018212409278
MDG_Sub-Saharan Africa,2008,85.8090504165914
MDG_Sub-Saharan Africa,2009,89.8096074545233
MDG_Sub-Saharan Africa,2010,94.6354126006716
MDG_Sub-Saharan Africa,2011,96.6642519095567
MDG_Sub-Saharan Africa,2012,98.4747552703991
MDG_Sub-Saharan Africa,2013,98.9925034057086
MDG_Sub-Saharan Africa,2014,100.0750911976508
MDG_Western Asia,1975,86.0678839115012
MDG_Western Asia,1976,90.1299151359551
MDG_Western Asia,1977,95.5404732774724
MDG_Western Asia,1978,101.6280191646352
MDG_Western Asia,1979,105.42363524529549
MDG_Western Asia,1980,110.4343261704508
MDG_Western Asia,1981,110.6457698307669
MDG_Western Asia,1982,113.54136739948859
MDG_Western Asia,1983,113.91069864013011
MDG_Western Asia,1984,116.35784653466129
MDG_Western Asia,1985,120.53263277852889
MDG_Western Asia,1986,124.3883322663699
MDG_Western Asia,1987,125.84389897390321
