reference_area,time_period,observation_value
MDG_Western Asia,1988,127.4722181519828
MDG_Western Asia,1989,129.3320591694858
MDG_Western Asia,1990,130.33338391909479
MDG_Western Asia,1991,131.8825772367828
MDG_Western Asia,1992,132.94653844181948
MDG_Western Asia,1993,137.5849051866961
MDG_Western Asia,1994,140.2738134827698
MDG_Western Asia,1995,144.0651202641989
MDG_Western Asia,1996,144.8401255041174
MDG_Western Asia,1997,145.0724620416297
MDG_Western Asia,1998,148.0213209279558
MDG_Western Asia,1999,150.1086879490245
MDG_Western Asia,2000,160.1520738843244
MDG_Western Asia,2001,170.49276248575
MDG_Western Asia,2002,171.89557571375138
MDG_Western Asia,2003,179.2714923230845
MDG_Western Asia,2004,185.7885855496846
MDG_Western Asia,2005,189.7973738991844
MDG_Western Asia,2006,193.1492949253525
MDG_Western Asia,2007,196.52749444492972
MDG_Western Asia,2008,196.99872687263968
MDG_Western Asia,2009,196.8346748183898
MDG_Western Asia,2010,202.1380762217133
MDG_Western Asia,2011,207.2544577354828
MDG_Western Asia,2012,205.4899773339272
MDG_Western Asia,2013,204.6564110300134
MDG_Western Asia,2014,209.40956083075758
Macao Special Administrative Region of China,1990,141.53713
Macao Special Administrative Region of China,1992,158.09758
Macao Special Administrative Region of China,1999,195.39703
Macao Special Administrative Region of China,2000,205.85660000000001
Macao Special Administrative Region of China,2001,214.4925
Macao Special Administrative Region of China,2002,225.11311
Macao Special Administrative Region of China,2003,237.01121
Macao Special Administrative Region of China,2004,247.23403000000002
Macao Special Administrative Region of China,2005,253.70075
Macao Special Administrative Region of China,2006,254.48392
Macao Special Administrative Region of China,2007,241.39253
Macao Special Administrative Region of China,2008,230.9062
Macao Special Administrative Region of China,2009,228.67537
Macao Special Administrative Region of China,2010,232.17023
Macao Special Administrative Region of China,2011,237.76291
Macao Special Administrative Region of China,2012,235.90726
Macao Special Administrative Region of China,2013,234.84771999999998
Macao Special Administrative Region of China,2014,235.18965000000003
Madagascar,2005,51.12992
Madagascar,2007,64.55637
Madagascar,2008,69.12595
Madagascar,2009,74.16449
Madagascar,2011,89.43703
Madagascar,2012,92.77524
Madagascar,2014,93.24101
Malawi,1998,26.00801
Malawi,1999,86.28037
Malawi,2000,88.91683
Malawi,2001,80.26814999999999
Malawi,2002,77.45570000000001
Malawi,2004,70.57867
Malawi,2005,68.44276
Malawi,2006,72.54226
Malawi,2007,73.25998
Malawi,2008,79.56747
Malawi,2009,80.93771
Malawi,2010,84.99408
Malawi,2011,87.87106
Malawi,2012,89.11539
Malawi,2013,96.08113
Malawi,2014,98.82587000000001
Malaysia,1998,66.49122
Malaysia,1999,66.06205
Malaysia,2000,65.99534
Malaysia,2001,65.6326
Malaysia,2002,65.79738
Malaysia,2003,70.90676
Malaysia,2004,71.72218
Malaysia,2005,68.38792
Malaysia,2006,67.73677
Malaysia,2007,65.88974
Malaysia,2008,65.73577
Malaysia,2009,65.11683
Malaysia,2010,66.35651
Malaysia,2011,66.27818
Malaysia,2012,68.82441
Malaysia,2013,68.73607
Malaysia,2014,69.09723
Maldives,1999,87.93361
Maldives,2000,110.66283
Maldives,2002,143.78845
Mali,1991,16.50797
Mali,2008,81.77563
Mali,2009,84.96672
Mali,2010,90.56916
Mali,2011,94.44144
Mali,2013,97.94238
Mali,2014,103.64084
Malta,1975,192.93114
Malta,1976,204.59467
Malta,1977,200.77566
Malta,1978,198.9075
Malta,1979,196.42059
Malta,1980,209.72859999999997
Malta,1981,204.17786
Malta,1982,221.56722
Malta,1983,231.12081
Malta,1984,238.49374
Malta,1985,239.53488000000002
Malta,1986,233.89031
Malta,1987,229.23563000000001
Malta,1988,228.04404
Malta,1989,232.15503999999999
Malta,1990,236.03488
Malta,1991,234.99629
Malta,1992,241.76306
Malta,1993,240.99969
Malta,1994,241.36419999999998
Malta,1995,245.47968
Malta,1996,244.13482000000002
Malta,1997,248.42579
Malta,1998,247.74239
Malta,1999,246.53934
Malta,2000,250.42654
Malta,2001,244.14574
Malta,2002,246.27841999999998
Malta,2003,258.24204
Malta,2004,262.92095
Malta,2005,264.24579
Malta,2006,259.19548
Malta,2008,239.47914
Malta,2010,237.80408
Malta,2012,244.0304
Malta,2013,239.93339000000003
Malta,2014,240.11658
Marshall Islands,2002,188.05344
Marshall Islands,2007,189.07476
Mauritania,2001,41.10828
Mauritania,2002,41.20588
Mauritania,2004,39.28148
Mauritania,2005,42.61362
Mauritania,2006,43.24364
Mauritania,2012,65.69985
Mauritania,2013,64.5199
Mauritania,2014,69.27939
Mauritius,1981,126.47854000000001
Mauritius,1982,124.06922
Mauritius,1998,193.30244
Mauritius,1999,199.30399999999997
Mauritius,2000,204.70569
Mauritius,2001,211.23395
Mauritius,2002,220.45017
Mauritius,2004,238.12259
Mexico,1986,44.95534
Mexico,1987,45.28586
Mexico,1988,44.52039
Mexico,1989,42.96671
Mexico,1990,43.86364
Mexico,1991,43.61847
Mexico,1994,45.68574
Mexico,1995,47.57098
Mexico,1996,49.73852
Mexico,1999,160.84456
Mexico,2000,163.9272
Mexico,2002,176.05323
Mexico,2003,183.73597
Mexico,2004,188.61184
Mexico,2005,192.63551
Mexico,2006,195.90306
Mexico,2007,199.35435999999999
Mexico,2008,201.23377
Mexico,2009,200.93084
Mexico,2010,200.93794000000003
Mexico,2011,200.80076000000003
Mexico,2012,202.27294
Moldova,2000,234.75787000000003
Moldova,2001,234.1463
Moldova,2002,236.79099
Moldova,2003,240.25477
Moldova,2004,243.31445000000002
Moldova,2005,245.42371
Moldova,2006,244.11565000000002
Moldova,2007,241.70835
Moldova,2008,250.5566
Moldova,2009,238.71091
Moldova,2010,235.90008
Moldova,2011,233.27174000000002
Moldova,2012,233.74549000000002
Moldova,2013,231.59933
Moldova,2014,230.60875
Mongolia,1980,78.88534
Mongolia,1995,178.17600000000002
Mongolia,1996,182.14185
Mongolia,1997,172.63514
Mongolia,1998,176.83701
Mongolia,1999,174.65678
Mongolia,2000,186.24848
Mongolia,2001,203.85942
Mongolia,2002,215.02683000000002
Mongolia,2003,229.78847000000002
Mongolia,2004,242.15816
Mongolia,2005,248.25923999999998
Mongolia,2006,245.69285000000002
Mongolia,2014,258.98924
Montserrat,2002,94.57627
Montserrat,2004,95.80257
Montserrat,2007,95.58824
Morocco,2005,119.12719999999999
Morocco,2006,126.24374
Morocco,2007,134.44948
Morocco,2008,140.78118
Morocco,2010,151.50393
Morocco,2011,159.5527
Morocco,2012,168.29626
Mozambique,1992,18.85485
Mozambique,1993,18.916890000000002
Mozambique,1994,18.35493
Mozambique,1995,19.12114
Mozambique,1999,8.065000000000001
Mozambique,2000,9.59195
Mozambique,2001,10.31982
Mozambique,2002,12.83277
Mozambique,2004,12.12861
Mozambique,2005,20.67891
Mozambique,2006,26.076790000000003
Mozambique,2007,30.67051
Mozambique,2008,35.29782
Mozambique,2009,42.00976
Mozambique,2010,45.90093
Mozambique,2011,49.002919999999996
Mozambique,2012,50.11711
Mozambique,2013,51.876090000000005
Mozambique,2014,53.674
Myanmar,1999,87.16720000000001
Myanmar,2000,97.34003
Myanmar,2001,106.15482
Myanmar,2002,105.83859000000001
Myanmar,2003,107.92164
Myanmar,2004,121.17589
Myanmar,2005,122.92866000000001
Myanmar,2006,129.46093
Myanmar,2007,130.43544
Myanmar,2008,45.33111
Myanmar,2009,134.47317
Myanmar,2010,135.17175
Myanmar,2014,144.77233
Namibia,1995,31.8756
Namibia,1998,107.95957999999999
Namibia,1999,116.94878
Namibia,2000,128.23454
Namibia,2001,133.66837
Namibia,2002,150.54698000000002
Namibia,2003,141.57679
Namibia,2004,144.99958
Namibia,2005,149.8322
Namibia,2006,150.56338
Namibia,2007,153.84865
Nauru,2012,224.90519999999998
Nauru,2014,215.9799
Nepal,2007,134.62704
Nepal,2008,144.55597
Nepal,2010,151.37481
Nepal,2011,164.06822
Nepal,2012,172.93743
Nepal,2013,176.43324
Nepal,2014,179.12364
Nepal,2015,181.38735
Netherlands,1975,231.86387000000002
Netherlands,1976,241.72178000000002
Netherlands,1977,244.70729
Netherlands,1978,245.17444
Netherlands,1979,243.92388
Netherlands,1980,241.85241000000002
Netherlands,1981,240.70055
Netherlands,1982,242.66446000000002
Netherlands,1983,246.08483999999999
Netherlands,1984,251.10559
Netherlands,1985,251.75077
Netherlands,1986,262.26103
Netherlands,1987,262.68276000000003
Netherlands,1988,257.84272
Netherlands,1989,253.90857999999997
Netherlands,1990,251.75212
Netherlands,1991,251.97069
Netherlands,1992,254.49043
Netherlands,1993,259.02211
Netherlands,1995,274.59258
Netherlands,1996,274.53461
Netherlands,1997,270.76644999999996
Netherlands,1999,92.17413
Netherlands,2002,271.44351
Netherlands,2003,267.31395
Netherlands,2004,268.71087
Netherlands,2005,262.87163
Netherlands,2006,267.68782999999996
Netherlands,2007,268.07777999999996
Netherlands,2008,267.15852
Netherlands,2009,265.4693
Netherlands,2010,265.9351
Netherlands,2011,268.97144000000003
Netherlands,2012,271.2255
New Zealand,1977,240.50973
New Zealand,1979,240.72922
New Zealand,1980,238.65141
New Zealand,1981,240.72721
New Zealand,1982,243.25784
New Zealand,1983,250.37921
New Zealand,1984,249.63276000000002
New Zealand,1985,246.86838999999998
New Zealand,1986,246.91901000000001
New Zealand,1987,247.68059
New Zealand,1988,250.87013
New Zealand,1989,252.34649000000002
New Zealand,1990,253.93613
New Zealand,1991,259.72306000000003
New Zealand,1992,262.75973
New Zealand,1994,276.93064000000004
New Zealand,1995,269.64737
New Zealand,1996,279.08641
New Zealand,1997,274.63839
New Zealand,1998,271.86976
New Zealand,2002,274.29967
New Zealand,2009,283.34116
New Zealand,2010,283.94939999999997
New Zealand,2011,288.79484
New Zealand,2012,288.52631
New Zealand,2013,288.79883
New Zealand,2014,289.36277
Nicaragua,1980,60.85745
Nicaragua,1983,57.8566
Nicaragua,1984,53.57745
Nicaragua,1985,50.58683
Nicaragua,1986,54.4935
Nicaragua,1987,60.67558
Nicaragua,1989,63.17004
Nicaragua,2000,111.31298
Nicaragua,2001,117.99493000000001
Nicaragua,2002,124.71059
Nicaragua,2004,134.80756
Nicaragua,2005,145.06336
Nicaragua,2006,138.86709000000002
Nicaragua,2010,146.96451000000002
Niger,1976,5.02971
Niger,1977,6.34276
Niger,1978,7.66036
Niger,1979,9.33255
Niger,1981,10.717780000000001
Niger,1990,16.80475
Niger,1991,18.08476
Niger,1997,16.90487
Niger,1999,17.0336
Niger,2001,16.771630000000002
Niger,2002,17.384610000000002
Niger,2003,19.24493
Niger,2004,23.38565
Niger,2005,26.35819
Niger,2007,27.354280000000003
Niger,2008,29.355760000000004
Niger,2009,29.84734
Niger,2010,33.80496
Niger,2011,35.76929
Niger,2014,46.99296
Niue,1999,257.53972
Norway,1978,242.43948
Norway,1979,246.36221
Norway,1981,250.63112999999998
Norway,1982,252.29484000000002
Norway,1984,256.04076
Norway,1985,257.87215000000003
Norway,1986,258.17042000000004
Norway,1987,255.65147000000002
Norway,1988,253.88406
Norway,1989,255.25822
Norway,1990,262.09811
Norway,1991,263.21496
Norway,1992,266.75563999999997
Norway,1993,272.23407
Norway,1997,289.84161
Norway,1998,288.57779
Norway,1999,285.88946
Norway,2000,284.35319
Norway,2001,283.21549
Norway,2002,282.65879
Norway,2003,285.5386
Norway,2004,288.64184
Norway,2005,290.58858
Norway,2006,291.76277
Norway,2007,292.53837
Norway,2008,290.45986
Norway,2009,288.20814
Norway,2010,287.49640999999997
Norway,2011,286.64386
Norway,2012,283.84891
Norway,2013,284.60167
Norway,2014,285.61734
Occupied Palestinian Territory,1999,219.65292
Occupied Palestinian Territory,2000,224.01443
Occupied Palestinian Territory,2001,226.32008
Occupied Palestinian Territory,2002,234.31961
Occupied Palestinian Territory,2003,242.67464
Occupied Palestinian Territory,2004,253.63203000000001
Occupied Palestinian Territory,2005,256.91256999999996
Occupied Palestinian Territory,2006,260.14973
Occupied Palestinian Territory,2007,259.61991
Occupied Palestinian Territory,2008,259.21175
Occupied Palestinian Territory,2009,255.34455
Occupied Palestinian Territory,2010,249.63296
Occupied Palestinian Territory,2011,243.22455
Occupied Palestinian Territory,2012,242.9057
Occupied Palestinian Territory,2013,241.20984
Occupied Palestinian Territory,2014,240.5235
Oman,1978,3.57781
Oman,1979,5.28208
Oman,1981,10.13505
Oman,1982,35.94887
Oman,1993,147.70885
Oman,1999,192.82519
Oman,2000,205.73687
Oman,2001,216.54102
Oman,2002,222.33836000000002
Oman,2003,224.40492
Oman,2009,271.59087999999997
Oman,2011,275.28238
Pakistan,2006,95.40065
Pakistan,2007,102.85464999999999
Pakistan,2008,103.98364000000001
Pakistan,2009,104.43497
Pakistan,2011,108.51736
Pakistan,2012,113.03687
Pakistan,2013,117.60566
Pakistan,2014,123.16781
Panama,1999,171.32659999999998
Panama,2000,174.98557
Panama,2001,181.2692
Panama,2002,186.71795
Panama,2004,185.30496
Panama,2005,186.08434
Panama,2008,190.75016
Panama,2009,190.89808
Panama,2010,198.5625
Panama,2011,196.75287
Panama,2012,233.59328
Paraguay,1994,100.05954
Paraguay,1996,114.84976
Paraguay,1998,129.38337
Paraguay,1999,138.20665
Paraguay,2001,156.73005999999998
Paraguay,2002,160.56933
Paraguay,2003,164.50266
Paraguay,2004,170.83843
Paraguay,2005,173.33911
Paraguay,2006,174.47585
Paraguay,2007,176.48196000000002
Paraguay,2008,180.20093
Paraguay,2009,181.7036
Paraguay,2010,184.65931
Paraguay,2011,189.90017
Paraguay,2012,199.37310000000002
Peru,1981,134.6643
Peru,1995,159.07581
Peru,1996,54.78825
Peru,1997,55.4927
Peru,1998,185.00747
Peru,1999,187.86476
Peru,2000,195.02993
Peru,2001,203.43043999999998
Peru,2002,205.08541
Peru,2004,204.90088
Peru,2005,209.61029
Peru,2006,216.32524999999998
Peru,2007,226.6006
Peru,2008,231.23532
Peru,2009,239.76939
Peru,2010,79.7492
Peru,2011,240.13878999999997
Peru,2012,226.60132
Peru,2013,238.44778
Peru,2014,235.18998
Philippines,1979,46.19161
Philippines,1992,55.36728
Philippines,1993,56.84965
Philippines,1994,57.69222
Philippines,1996,57.93086
Philippines,1998,145.70356
Philippines,1999,149.48644
Philippines,2001,152.7474
Philippines,2002,163.99081999999999
Philippines,2003,172.1798
Philippines,2004,177.94756999999998
Philippines,2005,176.74453
Philippines,2006,177.31197
Philippines,2007,179.70539
Philippines,2008,181.37377
Philippines,2009,183.65867
Philippines,2013,202.74151
Poland,1999,267.74709
Poland,2000,268.38955
Poland,2001,270.18959
Poland,2002,272.57952
Poland,2003,273.71326
Poland,2004,268.84154
Poland,2005,275.84956
Poland,2006,276.22254
Poland,2007,275.45959
Poland,2008,273.91577
Poland,2009,272.0566
Poland,2010,271.17643999999996
Poland,2011,270.11663999999996
Poland,2012,270.88773000000003
Poland,2013,276.23675000000003
Portugal,1976,88.91955
Portugal,1977,31.55987
Portugal,1978,96.79966
Portugal,1993,209.05522
Portugal,1994,231.52359
Portugal,1995,226.80209
Portugal,1999,242.37979
Portugal,2000,245.33176
Portugal,2001,238.2353
Portugal,2002,237.54644000000002
Portugal,2003,241.41841
Portugal,2005,246.58108
Portugal,2006,248.31502
Portugal,2013,92.73551
Portugal,2014,93.03503
Puerto Rico,2011,220.69131
Puerto Rico,2012,220.07507999999999
Puerto Rico,2013,224.20763
Qatar,1976,37.62989
Qatar,1977,37.69994
Qatar,1978,44.29703
Qatar,1979,49.37255
Qatar,1980,163.73655
Qatar,1981,57.33184
Qatar,1983,190.64556
Qatar,1984,191.1775
Qatar,1985,200.05313
Qatar,1986,69.28217
Qatar,1987,61.63767
Qatar,1988,62.8364
Qatar,1990,65.85515
Qatar,1991,204.11621
Qatar,1992,68.68767
Qatar,1993,76.86181
Qatar,1994,81.44073
Qatar,1998,236.55327999999997
Qatar,1999,219.89198
Qatar,2002,224.55169
Qatar,2004,98.16925
Qatar,2005,97.95019
Qatar,2006,285.71633
Qatar,2007,244.59969
Qatar,2009,254.56839
Qatar,2010,270.22686999999996
Qatar,2011,94.53256
Republic of Korea,1975,149.82909999999998
Republic of Korea,1976,161.42544
Republic of Korea,1977,172.7912
Republic of Korea,1978,183.0125
Republic of Korea,1979,194.3538
Republic of Korea,1980,208.77384
Republic of Korea,1981,220.59927
Republic of Korea,1984,243.47343999999998
Republic of Korea,1985,248.36105
Republic of Korea,1986,253.5996
Republic of Korea,1989,252.49022
Republic of Korea,1991,264.43338
Republic of Korea,1992,262.21964
Republic of Korea,1996,295.89452
Republic of Korea,1997,298.38403
Republic of Korea,1998,289.92857
Republic of Korea,1999,287.81886
Republic of Korea,2000,284.94702
Republic of Korea,2001,277.72849
Republic of Korea,2002,267.12332
Republic of Korea,2003,262.34396
Republic of Korea,2004,263.2685
Republic of Korea,2005,273.63219
Republic of Korea,2006,287.4532
Republic of Korea,2007,98.0701
Republic of Korea,2008,292.28407
Republic of Korea,2009,290.14746
Republic of Korea,2010,284.34593
Republic of Korea,2011,283.11573
Republic of Korea,2012,284.17059
Republic of Korea,2013,288.42006
Romania,1996,209.08335999999997
Romania,1997,211.31547
Romania,2013,260.26527
Romania,2014,256.83525
Saint Kitts and Nevis,1986,199.81893
Saint Kitts and Nevis,1988,222.02852000000001
Saint Kitts and Nevis,1989,223.51605
Saint Kitts and Nevis,1992,237.07644
Saint Kitts and Nevis,2000,95.82966
Saint Kitts and Nevis,2001,90.95349
Saint Kitts and Nevis,2002,245.95526999999998
Saint Kitts and Nevis,2003,237.23015
Saint Kitts and Nevis,2004,234.32987
Saint Kitts and Nevis,2005,239.84349
Saint Kitts and Nevis,2007,253.47770000000003
Saint Kitts and Nevis,2008,273.52625
Saint Kitts and Nevis,2009,271.38765
Saint Kitts and Nevis,2010,264.95554
Saint Kitts and Nevis,2011,257.76601
Saint Kitts and Nevis,2012,210.32172000000003
Saint Kitts and Nevis,2013,255.14961
Saint Kitts and Nevis,2014,248.83746
Saint Lucia,1999,182.48633999999998
Saint Lucia,2000,186.63727
Saint Lucia,2001,182.33947
Saint Lucia,2002,180.83338
Saint Lucia,2003,190.63759
Saint Lucia,2004,187.79964999999999
Saint Lucia,2005,203.71062
Saint Lucia,2006,205.75858
Saint Lucia,2007,231.17207000000002
Saint Lucia,2008,240.25232
Saint Lucia,2009,249.63404
Saint Lucia,2010,251.2683
Saint Lucia,2011,248.56571
Saint Lucia,2012,247.25574999999998
Saint Lucia,2013,241.97044
Saint Vincent and the Grenadines,1984,110.81547
Saint Vincent and the Grenadines,2000,67.91681
Saint Vincent and the Grenadines,2001,204.01161000000002
Saint Vincent and the Grenadines,2002,218.38553
Saint Vincent and the Grenadines,2003,215.88769000000002
Saint Vincent and the Grenadines,2004,226.91789
Saint Vincent and the Grenadines,2005,218.71503
Saint Vincent and the Grenadines,2008,90.40179
Saint Vincent and the Grenadines,2009,267.01664
Saint Vincent and the Grenadines,2010,255.58906000000002
Samoa,1995,123.03049
Samoa,1998,206.02409999999998
Samoa,1999,213.65275000000003
Samoa,2000,194.13065
Samoa,2001,197.90834
Samoa,2009,240.26574
Samoa,2010,242.05222
Samoa,2011,240.52625999999998
Samoa,2012,239.39567
Samoa,2014,239.01712
Sao Tome and Principe,1988,93.3219
Sao Tome and Principe,2003,82.05063
Sao Tome and Principe,2004,77.70402999999999
Sao Tome and Principe,2005,93.17808
Sao Tome and Principe,2007,98.44932
Sao Tome and Principe,2008,96.4178
Sao Tome and Principe,2009,100.15648999999999
Sao Tome and Principe,2010,107.23109
Sao Tome and Principe,2011,142.57663
Saudi Arabia,1979,17.35909
Saudi Arabia,2009,222.72152
Saudi Arabia,2013,241.35424
Saudi Arabia,2014,87.83481
Senegal,2004,44.30612
Senegal,2005,58.37086
Senegal,2006,61.25762
Serbia,2008,268.82054
Serbia,2009,270.78064
Serbia,2010,270.54063
Serbia,2011,277.52207
Serbia,2012,278.66825
Serbia,2013,279.16182
Serbia,2014,276.67427
Seychelles,1979,134.92075
Seychelles,1993,236.73931
Seychelles,1994,246.76183
Seychelles,1995,246.50506000000001
Seychelles,1996,250.78071999999997
Seychelles,1998,89.64277
Seychelles,1999,199.64452
Seychelles,2000,196.05217
Seychelles,2001,213.78847
Seychelles,2002,212.03265
Seychelles,2003,224.90327000000002
Seychelles,2004,224.82832000000002
Seychelles,2005,244.83806
Seychelles,2007,235.63093
Seychelles,2008,227.21497
Seychelles,2009,226.79546
Seychelles,2010,222.45601
Seychelles,2011,225.03079
Seychelles,2014,74.57037
Sierra Leone,2012,110.66225
Slovenia,1998,267.25048000000004
Slovenia,1999,270.24697000000003
Slovenia,2000,274.14902
Slovenia,2001,276.07783
Slovenia,2002,277.83455000000004
Slovenia,2003,278.82406000000003
Slovenia,2004,276.62799
Slovenia,2005,275.9066
Slovenia,2006,274.59664
Slovenia,2007,278.30758000000003
Slovenia,2008,277.22998
Slovenia,2009,277.68969
Slovenia,2010,278.98493
Slovenia,2011,279.41663
Slovenia,2012,280.756
Slovenia,2013,285.26189999999997
Slovenia,2014,284.85745
Solomon Islands,1999,70.48062
Solomon Islands,2000,56.42001
Solomon Islands,2001,65.59453
Solomon Islands,2002,84.60624
Solomon Islands,2006,102.61823
Solomon Islands,2007,92.83681
Solomon Islands,2010,128.84332999999998
Solomon Islands,2011,124.14007000000001
Solomon Islands,2012,126.63042000000002
Somalia,1977,0.29638
Somalia,1978,0.39606
Somalia,1979,0.70242
Somalia,1980,0.6630699999999999
South Africa,1994,151.23993000000002
South Africa,1999,184.56037
South Africa,2000,180.9767
South Africa,2001,181.3283
South Africa,2002,184.89943
South Africa,2003,187.25615
South Africa,2004,189.11104
South Africa,2005,192.32456
Spain,1975,173.96744
Spain,1976,184.20461
Spain,1977,193.40832
Spain,1978,198.68533000000002
Spain,1979,207.17283
Spain,1980,217.19955
Spain,1981,220.67102
Spain,1999,261.72289
Spain,2000,266.38228
Spain,2001,271.15596
Spain,2002,272.98246
Spain,2003,274.17347
Spain,2004,277.69197
Spain,2005,280.32504
Spain,2006,279.17991
Spain,2007,279.04296999999997
Spain,2008,279.70068000000003
Spain,2009,281.29287
Spain,2010,284.72731999999996
Spain,2011,285.21698
Spain,2012,287.43306
Spain,2013,289.05217
Spain,2014,289.41201
Sri Lanka,1986,176.09077
Sri Lanka,2010,252.30915
Sri Lanka,2011,256.30116
Suriname,1987,153.74221
Suriname,1988,147.91706
Suriname,2009,152.21349
Suriname,2011,174.37623000000002
Suriname,2013,162.89448
Swaziland,1975,55.610820000000004
Swaziland,1976,58.9595
Swaziland,1977,63.69117
Swaziland,1998,105.08377
Swaziland,1999,97.37419
Swaziland,2000,89.43199
Swaziland,2001,89.82494
Swaziland,2002,90.51047
Swaziland,2003,86.05776
Swaziland,2004,97.96959
Swaziland,2005,94.68725
Swaziland,2006,83.1961
Swaziland,2007,86.75651
Swaziland,2009,95.66307
Swaziland,2010,98.51357
Swaziland,2011,104.7898
Swaziland,2012,106.29478999999999
Swaziland,2013,103.38104
Sweden,1989,254.51014999999998
Sweden,1990,254.7014
Sweden,1991,255.82774
Sweden,1992,259.36911
Sweden,1993,271.68603
Sweden,1994,281.38309000000004
Sweden,1995,286.90407
Sweden,1996,292.62261
Sweden,1997,294.15534
Sweden,1999,288.48993
Sweden,2000,286.76207
Sweden,2001,284.88926
Sweden,2002,292.28157
Sweden,2003,295.06407
Sweden,2004,98.72249
Sweden,2005,99.83368
Sweden,2006,298.85351
Sweden,2007,296.10699
Sweden,2008,292.16391
Sweden,2009,285.78610000000003
Sweden,2010,279.41468
Sweden,2011,274.48733
Sweden,2012,277.32603
Sweden,2013,283.19393
Sweden,2014,289.94453
Switzerland,1981,235.69335999999998
Switzerland,1982,235.08809
Switzerland,1983,234.22682
Switzerland,1984,233.88986
Switzerland,1985,233.50375000000003
Switzerland,1986,232.17081000000002
Switzerland,1987,230.972
Switzerland,1988,230.73497
Switzerland,1989,229.7701
Switzerland,1990,231.34638999999999
Switzerland,1991,233.79683
Switzerland,1992,236.04321
Switzerland,1993,239.33839
Switzerland,1994,242.53202
Switzerland,1999,253.17202
Switzerland,2000,253.28036
Switzerland,2001,251.72897
Switzerland,2002,249.35866
Switzerland,2003,249.27346
Switzerland,2004,251.11678999999998
Switzerland,2005,253.33462000000003
Switzerland,2006,254.83174
Switzerland,2007,253.71929
Switzerland,2008,252.77097
Switzerland,2009,250.1409
Switzerland,2010,250.34556
Switzerland,2011,248.95947
Switzerland,2012,242.81076000000002
Switzerland,2013,249.90796999999998
Switzerland,2014,252.68878999999998
Syrian Arab Republic,1975,107.82858999999999
Syrian Arab Republic,1976,115.06025
Syrian Arab Republic,1977,121.50917000000001
Syrian Arab Republic,1978,123.99331
Syrian Arab Republic,1979,128.56637
Syrian Arab Republic,1980,126.88754
Syrian Arab Republic,1981,119.85819000000001
Syrian Arab Republic,1995,114.61269
Syrian Arab Republic,1996,112.85467
Syrian Arab Republic,1997,112.69434
Syrian Arab Republic,1998,115.83233000000001
Syrian Arab Republic,1999,115.79929999999999
Syrian Arab Republic,2000,118.30696
Syrian Arab Republic,2001,123.23284
Syrian Arab Republic,2002,123.46835
Syrian Arab Republic,2003,172.70461
Syrian Arab Republic,2004,183.22378
Syrian Arab Republic,2005,192.6227
Syrian Arab Republic,2006,192.186
Syrian Arab Republic,2007,197.29196
Syrian Arab Republic,2008,199.42602
Syrian Arab Republic,2009,199.97653
Syrian Arab Republic,2010,202.28557
Syrian Arab Republic,2011,208.62716
Syrian Arab Republic,2012,215.29633
Syrian Arab Republic,2013,139.83474999999999
Tajikistan,1999,187.58191
Tajikistan,2000,211.35073999999997
Tajikistan,2001,216.00753
Tajikistan,2002,224.4454
Tajikistan,2004,233.81567
Tajikistan,2005,234.66785000000002
Tajikistan,2006,237.3834
Tajikistan,2007,240.58062
Tajikistan,2008,243.81215
Tajikistan,2009,244.06148000000002
Tajikistan,2010,246.47463
Tajikistan,2011,249.4993
Thailand,2006,202.08429
Thailand,2007,214.72759000000002
Thailand,2008,223.43963000000002
Thailand,2009,231.7306
Thailand,2010,234.75377
Thailand,2011,245.35102
Thailand,2012,238.86176
The former Yugoslav Republic of Macedonia,2005,246.48436
Timor-Leste,2008,102.24444
Timor-Leste,2009,119.64407
Timor-Leste,2010,131.49888
Timor-Leste,2011,141.28497
Timor-Leste,2012,145.94583
Timor-Leste,2013,145.99732
Timor-Leste,2014,155.73076
Togo,1991,47.37254
Togo,1999,61.17087
Togo,2000,70.65314000000001
Tonga,1985,207.15271
Tonga,1990,245.58796
Tonga,1998,211.70279
Tonga,1999,74.4594
Tonga,2001,229.8505
Tonga,2012,249.05160999999998
Tonga,2013,229.51171
Tonga,2014,226.68083000000001
Trinidad and Tobago,1993,200.61526
Trinidad and Tobago,2004,218.00466
Tunisia,1978,60.72891
Tunisia,1979,64.26282
Tunisia,1980,66.59562
Tunisia,1983,85.95654
Tunisia,1984,91.21431
Tunisia,1985,97.01197
Turkey,1986,38.50518
Turkey,1987,39.73007
Turkey,1988,41.25974
Turkey,1989,42.76296
Turkey,1990,43.68782
Turkey,1991,45.43815
Turkey,1992,46.83832
Turkey,1993,49.98479
Turkey,1997,161.20827
Turkey,1999,171.34046
Turkey,2000,190.92555
Turkey,2001,215.4055
Turkey,2002,213.97478
Turkey,2003,214.44312000000002
Turkey,2004,220.43382
Turkey,2005,227.5236
Turkey,2006,235.32409
Turkey,2007,240.55941
Turkey,2008,238.80874
Turkey,2009,229.02465999999998
Turkey,2010,242.50561
Turkey,2011,252.42597
Turkey,2012,243.41568999999998
Turkey,2013,260.03144
Tuvalu,2014,210.25119
Uganda,2000,41.06528
Uganda,2001,42.19609
Uganda,2002,48.84494
Uganda,2003,48.68208
Uganda,2004,47.14272
Uganda,2005,46.34061
Uganda,2006,50.731750000000005
Uganda,2007,57.061499999999995
Uganda,2008,63.83047
Uganda,2009,66.05116000000001
