Country or Area,Subgroup,Year,Source,Unit,Value,Value Footnotes
Central African Republic,Male,1999,UNESCO_UIS Database_Sep2007,Number,5227,
Chad,Female,2005,UNESCO_UIS Database_Sep2007,Number,1310,1
Chad,Female,2004,UNESCO_UIS Database_Sep2007,Number,1262,
Chad,Female,2003,UNESCO_UIS Database_Sep2007,Number,755,
Chad,Female,2001,UNESCO_UIS Database_Sep2007,Number,916,1
Chad,Female,2000,UNESCO_UIS Database_Sep2007,Number,885,
Chad,Male,2005,UNESCO_UIS Database_Sep2007,Number,9158,
Chad,Male,2004,UNESCO_UIS Database_Sep2007,Number,8819,
Chad,Male,2003,UNESCO_UIS Database_Sep2007,Number,6642,
Chad,Male,2001,UNESCO_UIS Database_Sep2007,Number,5190,
Chad,Male,2000,UNESCO_UIS Database_Sep2007,Number,5016,
Chile,Female,2005,UNESCO_UIS Database_Sep2007,Number,319529,
Chile,Female,2004,UNESCO_UIS Database_Sep2007,Number,278712,
Chile,Female,2003,UNESCO_UIS Database_Sep2007,Number,271278,
Chile,Female,2002,UNESCO_UIS Database_Sep2007,Number,247809,
Chile,Female,2000,UNESCO_UIS Database_Sep2007,Number,213254,
Chile,Female,1999,UNESCO_UIS Database_Sep2007,Number,212448,
Chile,Male,2005,UNESCO_UIS Database_Sep2007,Number,344165,
Chile,Male,2004,UNESCO_UIS Database_Sep2007,Number,302103,
Chile,Male,2003,UNESCO_UIS Database_Sep2007,Number,295836,
Chile,Male,2002,UNESCO_UIS Database_Sep2007,Number,273800,
Chile,Male,2000,UNESCO_UIS Database_Sep2007,Number,238923,
Chile,Male,1999,UNESCO_UIS Database_Sep2007,Number,238504,
China,Female,2005,UNESCO_UIS Database_Sep2007,Number,9944290,
China,Female,2004,UNESCO_UIS Database_Sep2007,Number,8512217,1
China,Female,2003,UNESCO_UIS Database_Sep2007,Number,6657178,
China,Male,2005,UNESCO_UIS Database_Sep2007,Number,11391356,
China,Male,2004,UNESCO_UIS Database_Sep2007,Number,10904827,5
China,Male,2003,UNESCO_UIS Database_Sep2007,Number,8529039,
Colombia,Female,2005,UNESCO_UIS Database_Sep2007,Number,628006,
Colombia,Female,2004,UNESCO_UIS Database_Sep2007,Number,570760,
Colombia,Female,2003,UNESCO_UIS Database_Sep2007,Number,508128,1
Colombia,Female,2002,UNESCO_UIS Database_Sep2007,Number,509251,
Colombia,Female,2001,UNESCO_UIS Database_Sep2007,Number,506344,
Colombia,Female,2000,UNESCO_UIS Database_Sep2007,Number,481970,
Colombia,Female,1999,UNESCO_UIS Database_Sep2007,Number,457595,
Colombia,Male,2005,UNESCO_UIS Database_Sep2007,Number,595588,
Colombia,Male,2004,UNESCO_UIS Database_Sep2007,Number,541814,
Colombia,Male,2003,UNESCO_UIS Database_Sep2007,Number,478552,
Colombia,Male,2002,UNESCO_UIS Database_Sep2007,Number,480494,
Colombia,Male,2001,UNESCO_UIS Database_Sep2007,Number,470899,
Colombia,Male,2000,UNESCO_UIS Database_Sep2007,Number,452115,
Colombia,Male,1999,UNESCO_UIS Database_Sep2007,Number,420349,
Comoros,Female,2004,UNESCO_UIS Database_Sep2007,Number,768,1
Comoros,Female,2003,UNESCO_UIS Database_Sep2007,Number,737,
Comoros,Female,2000,UNESCO_UIS Database_Sep2007,Number,299,1
Comoros,Female,1999,UNESCO_UIS Database_Sep2007,Number,277,
Comoros,Male,2004,UNESCO_UIS Database_Sep2007,Number,1011,
Comoros,Male,2003,UNESCO_UIS Database_Sep2007,Number,970,
Comoros,Male,2000,UNESCO_UIS Database_Sep2007,Number,415,5
Comoros,Male,1999,UNESCO_UIS Database_Sep2007,Number,372,
Congo,Female,2003,UNESCO_UIS Database_Sep2007,Number,1969,1
Congo,Female,2002,UNESCO_UIS Database_Sep2007,Number,1923,
Congo,Female,2001,UNESCO_UIS Database_Sep2007,Number,1599,
Congo,Female,2000,UNESCO_UIS Database_Sep2007,Number,3716,
Congo,Female,1999,UNESCO_UIS Database_Sep2007,Number,2251,
Congo,Male,2003,UNESCO_UIS Database_Sep2007,Number,10487,
Congo,Male,2002,UNESCO_UIS Database_Sep2007,Number,10241,
Congo,Male,2001,UNESCO_UIS Database_Sep2007,Number,11804,
Congo,Male,2000,UNESCO_UIS Database_Sep2007,Number,11913,
Congo,Male,1999,UNESCO_UIS Database_Sep2007,Number,8462,
Cook Islands,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Cook Islands,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Costa Rica,Female,2005,UNESCO_UIS Database_Sep2007,Number,60144,1
Costa Rica,Female,2004,UNESCO_UIS Database_Sep2007,Number,59083,
Costa Rica,Female,2003,UNESCO_UIS Database_Sep2007,Number,41608,1
Costa Rica,Female,2002,UNESCO_UIS Database_Sep2007,Number,40467,
Costa Rica,Female,2001,UNESCO_UIS Database_Sep2007,Number,41722,
Costa Rica,Female,2000,UNESCO_UIS Database_Sep2007,Number,32923,
Costa Rica,Female,1999,UNESCO_UIS Database_Sep2007,Number,31012,
Costa Rica,Male,2005,UNESCO_UIS Database_Sep2007,Number,50573,
Costa Rica,Male,2004,UNESCO_UIS Database_Sep2007,Number,49682,
Costa Rica,Male,2003,UNESCO_UIS Database_Sep2007,Number,37891,
Costa Rica,Male,2002,UNESCO_UIS Database_Sep2007,Number,36816,
Costa Rica,Male,2001,UNESCO_UIS Database_Sep2007,Number,37460,
Costa Rica,Male,2000,UNESCO_UIS Database_Sep2007,Number,28731,
Costa Rica,Male,1999,UNESCO_UIS Database_Sep2007,Number,27749,
Côte d’Ivoire,Female,1999,UNESCO_UIS Database_Sep2007,Number,25398,
Côte d’Ivoire,Male,1999,UNESCO_UIS Database_Sep2007,Number,71283,
Croatia,Female,2003,UNESCO_UIS Database_Sep2007,Number,64749,
Croatia,Female,2002,UNESCO_UIS Database_Sep2007,Number,59028,
Croatia,Female,2001,UNESCO_UIS Database_Sep2007,Number,54637,
Croatia,Female,2000,UNESCO_UIS Database_Sep2007,Number,51021,
Croatia,Female,1999,UNESCO_UIS Database_Sep2007,Number,50726,
Croatia,Male,2003,UNESCO_UIS Database_Sep2007,Number,56973,
Croatia,Male,2002,UNESCO_UIS Database_Sep2007,Number,53509,
Croatia,Male,2001,UNESCO_UIS Database_Sep2007,Number,49531,
Croatia,Male,2000,UNESCO_UIS Database_Sep2007,Number,45777,
Croatia,Male,1999,UNESCO_UIS Database_Sep2007,Number,45163,
Cuba,Female,2005,UNESCO_UIS Database_Sep2007,Number,293089,1
Cuba,Female,2004,UNESCO_UIS Database_Sep2007,Number,247063,1
Cuba,Female,2003,UNESCO_UIS Database_Sep2007,Number,132543,
Cuba,Female,2002,UNESCO_UIS Database_Sep2007,Number,104036,
Cuba,Female,2001,UNESCO_UIS Database_Sep2007,Number,92824,
Cuba,Female,2000,UNESCO_UIS Database_Sep2007,Number,84826,
Cuba,Female,1999,UNESCO_UIS Database_Sep2007,Number,81558,
Cuba,Male,2005,UNESCO_UIS Database_Sep2007,Number,178769,5
Cuba,Male,2004,UNESCO_UIS Database_Sep2007,Number,149453,5
Cuba,Male,2003,UNESCO_UIS Database_Sep2007,Number,103454,
Cuba,Male,2002,UNESCO_UIS Database_Sep2007,Number,87226,
Cuba,Male,2001,UNESCO_UIS Database_Sep2007,Number,85197,
Cuba,Male,2000,UNESCO_UIS Database_Sep2007,Number,73848,
Cuba,Male,1999,UNESCO_UIS Database_Sep2007,Number,71905,
Cyprus,Female,2005,UNESCO_UIS Database_Sep2007,Number,10442,
Cyprus,Female,2004,UNESCO_UIS Database_Sep2007,Number,9990,
Cyprus,Female,2003,UNESCO_UIS Database_Sep2007,Number,9044,
Cyprus,Female,2002,UNESCO_UIS Database_Sep2007,Number,7636,
Cyprus,Female,2001,UNESCO_UIS Database_Sep2007,Number,6923,
Cyprus,Female,2000,UNESCO_UIS Database_Sep2007,Number,5945,
Cyprus,Female,1999,UNESCO_UIS Database_Sep2007,Number,6075,
Cyprus,Male,2005,UNESCO_UIS Database_Sep2007,Number,9636,
Cyprus,Male,2004,UNESCO_UIS Database_Sep2007,Number,10859,
Cyprus,Male,2003,UNESCO_UIS Database_Sep2007,Number,9228,
Cyprus,Male,2002,UNESCO_UIS Database_Sep2007,Number,6291,
Cyprus,Male,2001,UNESCO_UIS Database_Sep2007,Number,5011,
Cyprus,Male,2000,UNESCO_UIS Database_Sep2007,Number,4469,
Cyprus,Male,1999,UNESCO_UIS Database_Sep2007,Number,4767,
Czech Republic,Female,2005,UNESCO_UIS Database_Sep2007,Number,176965,
Czech Republic,Female,2004,UNESCO_UIS Database_Sep2007,Number,163409,
Czech Republic,Female,2003,UNESCO_UIS Database_Sep2007,Number,145451,
Czech Republic,Female,2002,UNESCO_UIS Database_Sep2007,Number,145747,
Czech Republic,Female,2001,UNESCO_UIS Database_Sep2007,Number,130298,
Czech Republic,Female,2000,UNESCO_UIS Database_Sep2007,Number,126289,
Czech Republic,Female,1999,UNESCO_UIS Database_Sep2007,Number,114991,
Czech Republic,Male,2005,UNESCO_UIS Database_Sep2007,Number,159342,
Czech Republic,Male,2004,UNESCO_UIS Database_Sep2007,Number,155449,
Czech Republic,Male,2003,UNESCO_UIS Database_Sep2007,Number,141550,
Czech Republic,Male,2002,UNESCO_UIS Database_Sep2007,Number,138738,
Czech Republic,Male,2001,UNESCO_UIS Database_Sep2007,Number,129746,
Czech Republic,Male,2000,UNESCO_UIS Database_Sep2007,Number,127406,
Czech Republic,Male,1999,UNESCO_UIS Database_Sep2007,Number,116233,
Denmark,Female,2005,UNESCO_UIS Database_Sep2007,Number,133376,
Denmark,Female,2004,UNESCO_UIS Database_Sep2007,Number,125628,
Denmark,Female,2003,UNESCO_UIS Database_Sep2007,Number,116844,
Denmark,Female,2002,UNESCO_UIS Database_Sep2007,Number,112698,
Denmark,Female,2001,UNESCO_UIS Database_Sep2007,Number,108290,
Denmark,Female,2000,UNESCO_UIS Database_Sep2007,Number,107644,
Denmark,Female,1999,UNESCO_UIS Database_Sep2007,Number,106957,
Denmark,Male,2005,UNESCO_UIS Database_Sep2007,Number,98879,
Denmark,Male,2004,UNESCO_UIS Database_Sep2007,Number,91502,
Denmark,Male,2003,UNESCO_UIS Database_Sep2007,Number,84902,
Denmark,Male,2002,UNESCO_UIS Database_Sep2007,Number,83506,
Denmark,Male,2001,UNESCO_UIS Database_Sep2007,Number,83732,
Denmark,Male,2000,UNESCO_UIS Database_Sep2007,Number,81518,
Denmark,Male,1999,UNESCO_UIS Database_Sep2007,Number,83013,
Djibouti,Female,2005,UNESCO_UIS Database_Sep2007,Number,708,
Djibouti,Female,2004,UNESCO_UIS Database_Sep2007,Number,508,
Djibouti,Female,2003,UNESCO_UIS Database_Sep2007,Number,371,
Djibouti,Female,2002,UNESCO_UIS Database_Sep2007,Number,324,
Djibouti,Female,2001,UNESCO_UIS Database_Sep2007,Number,207,
Djibouti,Female,2000,UNESCO_UIS Database_Sep2007,Number,89,
Djibouti,Female,1999,UNESCO_UIS Database_Sep2007,Number,89,
Djibouti,Male,2005,UNESCO_UIS Database_Sep2007,Number,988,
Djibouti,Male,2004,UNESCO_UIS Database_Sep2007,Number,626,
Djibouti,Male,2003,UNESCO_UIS Database_Sep2007,Number,535,
Djibouti,Male,2002,UNESCO_UIS Database_Sep2007,Number,404,
Djibouti,Male,2001,UNESCO_UIS Database_Sep2007,Number,289,
Djibouti,Male,2000,UNESCO_UIS Database_Sep2007,Number,101,
Djibouti,Male,1999,UNESCO_UIS Database_Sep2007,Number,86,
Dominica,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Dominica,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Dominican Republic,Female,2004,UNESCO_UIS Database_Sep2007,Number,180045,1
Dominican Republic,Female,2003,UNESCO_UIS Database_Sep2007,Number,175973,
Dominican Republic,Male,2004,UNESCO_UIS Database_Sep2007,Number,113520,
Dominican Republic,Male,2003,UNESCO_UIS Database_Sep2007,Number,110981,
El Salvador,Female,2005,UNESCO_UIS Database_Sep2007,Number,66982,
El Salvador,Female,2004,UNESCO_UIS Database_Sep2007,Number,65451,
El Salvador,Female,2003,UNESCO_UIS Database_Sep2007,Number,62774,
El Salvador,Female,2002,UNESCO_UIS Database_Sep2007,Number,61449,
El Salvador,Female,2001,UNESCO_UIS Database_Sep2007,Number,59551,
El Salvador,Female,2000,UNESCO_UIS Database_Sep2007,Number,62222,
El Salvador,Female,1999,UNESCO_UIS Database_Sep2007,Number,65299,
El Salvador,Male,2005,UNESCO_UIS Database_Sep2007,Number,55449,
El Salvador,Male,2004,UNESCO_UIS Database_Sep2007,Number,54813,
El Salvador,Male,2003,UNESCO_UIS Database_Sep2007,Number,53747,
El Salvador,Male,2002,UNESCO_UIS Database_Sep2007,Number,51917,
El Salvador,Male,2001,UNESCO_UIS Database_Sep2007,Number,50395,
El Salvador,Male,2000,UNESCO_UIS Database_Sep2007,Number,52453,
El Salvador,Male,1999,UNESCO_UIS Database_Sep2007,Number,53192,
Equatorial Guinea,Female,2000,UNESCO_UIS Database_Sep2007,Number,304,
Equatorial Guinea,Male,2000,UNESCO_UIS Database_Sep2007,Number,699,
Eritrea,Female,2004,UNESCO_UIS Database_Sep2007,Number,606,
Eritrea,Female,2003,UNESCO_UIS Database_Sep2007,Number,768,1
Eritrea,Female,2002,UNESCO_UIS Database_Sep2007,Number,738,
Eritrea,Female,2001,UNESCO_UIS Database_Sep2007,Number,738,
Eritrea,Female,2000,UNESCO_UIS Database_Sep2007,Number,592,
Eritrea,Female,1999,UNESCO_UIS Database_Sep2007,Number,540,
Eritrea,Male,2004,UNESCO_UIS Database_Sep2007,Number,4006,
Eritrea,Male,2003,UNESCO_UIS Database_Sep2007,Number,4987,
Eritrea,Male,2002,UNESCO_UIS Database_Sep2007,Number,4769,
Eritrea,Male,2001,UNESCO_UIS Database_Sep2007,Number,4767,
Eritrea,Male,2000,UNESCO_UIS Database_Sep2007,Number,3543,
Eritrea,Male,1999,UNESCO_UIS Database_Sep2007,Number,3454,
Estonia,Female,2005,UNESCO_UIS Database_Sep2007,Number,41677,
Estonia,Female,2004,UNESCO_UIS Database_Sep2007,Number,40558,
Estonia,Female,2003,UNESCO_UIS Database_Sep2007,Number,39153,
Estonia,Female,2002,UNESCO_UIS Database_Sep2007,Number,37269,
Estonia,Female,2001,UNESCO_UIS Database_Sep2007,Number,34719,
Estonia,Female,2000,UNESCO_UIS Database_Sep2007,Number,31346,
Estonia,Female,1999,UNESCO_UIS Database_Sep2007,Number,28124,
Estonia,Male,2005,UNESCO_UIS Database_Sep2007,Number,26083,
Estonia,Male,2004,UNESCO_UIS Database_Sep2007,Number,25101,
Estonia,Male,2003,UNESCO_UIS Database_Sep2007,Number,24472,
Estonia,Male,2002,UNESCO_UIS Database_Sep2007,Number,23379,
Estonia,Male,2001,UNESCO_UIS Database_Sep2007,Number,23059,
Estonia,Male,2000,UNESCO_UIS Database_Sep2007,Number,22267,
Estonia,Male,1999,UNESCO_UIS Database_Sep2007,Number,20560,
Ethiopia,Female,2005,UNESCO_UIS Database_Sep2007,Number,46574,
Ethiopia,Female,2004,UNESCO_UIS Database_Sep2007,Number,43307,
Ethiopia,Female,2003,UNESCO_UIS Database_Sep2007,Number,37259,
Ethiopia,Female,2002,UNESCO_UIS Database_Sep2007,Number,26898,
Ethiopia,Female,2001,UNESCO_UIS Database_Sep2007,Number,18707,
Ethiopia,Female,2000,UNESCO_UIS Database_Sep2007,Number,14681,
Ethiopia,Female,1999,UNESCO_UIS Database_Sep2007,Number,9769,
Ethiopia,Male,2005,UNESCO_UIS Database_Sep2007,Number,144591,
Ethiopia,Male,2004,UNESCO_UIS Database_Sep2007,Number,128804,
Ethiopia,Male,2003,UNESCO_UIS Database_Sep2007,Number,110695,
Ethiopia,Male,2002,UNESCO_UIS Database_Sep2007,Number,74931,
Ethiopia,Male,2001,UNESCO_UIS Database_Sep2007,Number,68724,
Ethiopia,Male,2000,UNESCO_UIS Database_Sep2007,Number,53051,
Ethiopia,Male,1999,UNESCO_UIS Database_Sep2007,Number,42536,
Fiji,Female,2005,UNESCO_UIS Database_Sep2007,Number,6747,1
Fiji,Female,2004,UNESCO_UIS Database_Sep2007,Number,6790,
Fiji,Female,2003,UNESCO_UIS Database_Sep2007,Number,6798,1
Fiji,Male,2005,UNESCO_UIS Database_Sep2007,Number,5970,
Fiji,Male,2004,UNESCO_UIS Database_Sep2007,Number,5993,
Fiji,Male,2003,UNESCO_UIS Database_Sep2007,Number,5981,
Finland,Female,2005,UNESCO_UIS Database_Sep2007,Number,163872,
Finland,Female,2004,UNESCO_UIS Database_Sep2007,Number,160104,
Finland,Female,2003,UNESCO_UIS Database_Sep2007,Number,156012,
Finland,Female,2002,UNESCO_UIS Database_Sep2007,Number,153520,
Finland,Female,2001,UNESCO_UIS Database_Sep2007,Number,150585,
Finland,Female,2000,UNESCO_UIS Database_Sep2007,Number,145099,
Finland,Female,1999,UNESCO_UIS Database_Sep2007,Number,141879,
Finland,Male,2005,UNESCO_UIS Database_Sep2007,Number,142124,
Finland,Male,2004,UNESCO_UIS Database_Sep2007,Number,139784,
Finland,Male,2003,UNESCO_UIS Database_Sep2007,Number,135652,
Finland,Male,2002,UNESCO_UIS Database_Sep2007,Number,130285,
Finland,Male,2001,UNESCO_UIS Database_Sep2007,Number,129043,
Finland,Male,2000,UNESCO_UIS Database_Sep2007,Number,125086,
Finland,Male,1999,UNESCO_UIS Database_Sep2007,Number,121011,
France,Female,2005,UNESCO_UIS Database_Sep2007,Number,1207887,
France,Female,2004,UNESCO_UIS Database_Sep2007,Number,1189125,
France,Female,2003,UNESCO_UIS Database_Sep2007,Number,1166248,
France,Female,2002,UNESCO_UIS Database_Sep2007,Number,1111993,
France,Female,2001,UNESCO_UIS Database_Sep2007,Number,1099629,
France,Female,2000,UNESCO_UIS Database_Sep2007,Number,1092477,
France,Female,1999,UNESCO_UIS Database_Sep2007,Number,1095322,
France,Male,2005,UNESCO_UIS Database_Sep2007,Number,979496,
France,Male,2004,UNESCO_UIS Database_Sep2007,Number,971175,
France,Male,2003,UNESCO_UIS Database_Sep2007,Number,952901,
France,Male,2002,UNESCO_UIS Database_Sep2007,Number,917186,
France,Male,2001,UNESCO_UIS Database_Sep2007,Number,932114,
France,Male,2000,UNESCO_UIS Database_Sep2007,Number,922867,
France,Male,1999,UNESCO_UIS Database_Sep2007,Number,916871,
Gabon,Female,1999,UNESCO_UIS Database_Sep2007,Number,2667,
Gabon,Male,1999,UNESCO_UIS Database_Sep2007,Number,4806,
Gambia The,Female,2004,UNESCO_UIS Database_Sep2007,Number,293,
Gambia The,Female,1999,UNESCO_UIS Database_Sep2007,Number,265,
Gambia The,Male,2004,UNESCO_UIS Database_Sep2007,Number,1237,
Gambia The,Male,1999,UNESCO_UIS Database_Sep2007,Number,904,
Georgia,Female,2005,UNESCO_UIS Database_Sep2007,Number,87836,
Georgia,Female,2004,UNESCO_UIS Database_Sep2007,Number,78359,
Georgia,Female,2003,UNESCO_UIS Database_Sep2007,Number,75834,
Georgia,Female,2002,UNESCO_UIS Database_Sep2007,Number,74320,
Georgia,Female,2001,UNESCO_UIS Database_Sep2007,Number,68842,
Georgia,Female,2000,UNESCO_UIS Database_Sep2007,Number,67418,
Georgia,Female,1999,UNESCO_UIS Database_Sep2007,Number,67658,
Georgia,Male,2005,UNESCO_UIS Database_Sep2007,Number,86419,
Georgia,Male,2004,UNESCO_UIS Database_Sep2007,Number,76699,
Georgia,Male,2003,UNESCO_UIS Database_Sep2007,Number,79619,
Georgia,Male,2002,UNESCO_UIS Database_Sep2007,Number,74822,
Georgia,Male,2001,UNESCO_UIS Database_Sep2007,Number,71785,
Georgia,Male,2000,UNESCO_UIS Database_Sep2007,Number,69628,
Georgia,Male,1999,UNESCO_UIS Database_Sep2007,Number,62506,
Ghana,Female,2005,UNESCO_UIS Database_Sep2007,Number,41783,
Ghana,Female,2004,UNESCO_UIS Database_Sep2007,Number,22059,
Ghana,Female,2003,UNESCO_UIS Database_Sep2007,Number,22344,
Ghana,Female,2002,UNESCO_UIS Database_Sep2007,Number,18992,
Ghana,Female,2001,UNESCO_UIS Database_Sep2007,Number,18282,
Ghana,Female,2000,UNESCO_UIS Database_Sep2007,Number,13646,
Ghana,Male,2005,UNESCO_UIS Database_Sep2007,Number,77776,
Ghana,Male,2004,UNESCO_UIS Database_Sep2007,Number,47909,
Ghana,Male,2003,UNESCO_UIS Database_Sep2007,Number,47949,
Ghana,Male,2002,UNESCO_UIS Database_Sep2007,Number,49397,
Ghana,Male,2001,UNESCO_UIS Database_Sep2007,Number,45816,
Ghana,Male,2000,UNESCO_UIS Database_Sep2007,Number,41012,
Gibraltar,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Gibraltar,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Greece,Female,2005,UNESCO_UIS Database_Sep2007,Number,330440,
Greece,Female,2004,UNESCO_UIS Database_Sep2007,Number,308697,
Greece,Female,2003,UNESCO_UIS Database_Sep2007,Number,286091,
Greece,Female,2002,UNESCO_UIS Database_Sep2007,Number,271230,
Greece,Female,2001,UNESCO_UIS Database_Sep2007,Number,244413,
Greece,Female,2000,UNESCO_UIS Database_Sep2007,Number,211087,
Greece,Female,1999,UNESCO_UIS Database_Sep2007,Number,194908,
Greece,Male,2005,UNESCO_UIS Database_Sep2007,Number,316147,
Greece,Male,2004,UNESCO_UIS Database_Sep2007,Number,288310,
Greece,Male,2003,UNESCO_UIS Database_Sep2007,Number,275377,
Greece,Male,2002,UNESCO_UIS Database_Sep2007,Number,258003,
Greece,Male,2001,UNESCO_UIS Database_Sep2007,Number,233792,
Greece,Male,2000,UNESCO_UIS Database_Sep2007,Number,211230,
Greece,Male,1999,UNESCO_UIS Database_Sep2007,Number,192951,
Grenada,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Grenada,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Guatemala,Female,2003,UNESCO_UIS Database_Sep2007,Number,49380,1
Guatemala,Female,2002,UNESCO_UIS Database_Sep2007,Number,48078,
Guatemala,Male,2003,UNESCO_UIS Database_Sep2007,Number,65384,
Guatemala,Male,2002,UNESCO_UIS Database_Sep2007,Number,63661,
Guinea,Female,2005,UNESCO_UIS Database_Sep2007,Number,4435,
Guinea,Female,2004,UNESCO_UIS Database_Sep2007,Number,2693,
Guinea,Female,2003,UNESCO_UIS Database_Sep2007,Number,2637,1
Guinea,Male,2005,UNESCO_UIS Database_Sep2007,Number,19353,
Guinea,Male,2004,UNESCO_UIS Database_Sep2007,Number,14525,
Guinea,Male,2003,UNESCO_UIS Database_Sep2007,Number,14221,
Guinea-Bissau,Female,2001,UNESCO_UIS Database_Sep2007,Number,74,1
Guinea-Bissau,Female,2000,UNESCO_UIS Database_Sep2007,Number,72,
Guinea-Bissau,Female,1999,UNESCO_UIS Database_Sep2007,Number,78,1
Guinea-Bissau,Male,2001,UNESCO_UIS Database_Sep2007,Number,399,
Guinea-Bissau,Male,2000,UNESCO_UIS Database_Sep2007,Number,391,
Guinea-Bissau,Male,1999,UNESCO_UIS Database_Sep2007,Number,421,
Guyana,Female,2005,UNESCO_UIS Database_Sep2007,Number,4917,
Guyana,Female,2004,UNESCO_UIS Database_Sep2007,Number,4524,
Guyana,Male,2005,UNESCO_UIS Database_Sep2007,Number,2361,
Guyana,Male,2004,UNESCO_UIS Database_Sep2007,Number,2409,
Honduras,Female,2004,UNESCO_UIS Database_Sep2007,Number,71999,1
Honduras,Female,2003,UNESCO_UIS Database_Sep2007,Number,70265,
Honduras,Female,2002,UNESCO_UIS Database_Sep2007,Number,64763,1
Honduras,Female,2001,UNESCO_UIS Database_Sep2007,Number,54212,1
Honduras,Female,2000,UNESCO_UIS Database_Sep2007,Number,50850,
Honduras,Female,1999,UNESCO_UIS Database_Sep2007,Number,47373,1
Honduras,Male,2004,UNESCO_UIS Database_Sep2007,Number,50875,
Honduras,Male,2003,UNESCO_UIS Database_Sep2007,Number,49612,
Honduras,Male,2002,UNESCO_UIS Database_Sep2007,Number,45726,
Honduras,Male,2001,UNESCO_UIS Database_Sep2007,Number,42400,
