Country or Area,Subgroup,Year,Source,Unit,Value,Value Footnotes
Honduras,Male,2000,UNESCO_UIS Database_Sep2007,Number,39770,
Honduras,Male,1999,UNESCO_UIS Database_Sep2007,Number,37627,
Hong Kong SAR,Female,2005,UNESCO_UIS Database_Sep2007,Number,77739,
Hong Kong SAR,Female,2004,UNESCO_UIS Database_Sep2007,Number,75662,
Hong Kong SAR,Female,2003,UNESCO_UIS Database_Sep2007,Number,73466,2
Hong Kong SAR,Male,2005,UNESCO_UIS Database_Sep2007,Number,74555,
Hong Kong SAR,Male,2004,UNESCO_UIS Database_Sep2007,Number,72062,
Hong Kong SAR,Male,2003,UNESCO_UIS Database_Sep2007,Number,72573,
Hungary,Female,2005,UNESCO_UIS Database_Sep2007,Number,254657,
Hungary,Female,2004,UNESCO_UIS Database_Sep2007,Number,241753,
Hungary,Female,2003,UNESCO_UIS Database_Sep2007,Number,221363,
Hungary,Female,2002,UNESCO_UIS Database_Sep2007,Number,195854,
Hungary,Female,2001,UNESCO_UIS Database_Sep2007,Number,181062,
Hungary,Female,2000,UNESCO_UIS Database_Sep2007,Number,165404,
Hungary,Female,1999,UNESCO_UIS Database_Sep2007,Number,151471,
Hungary,Male,2005,UNESCO_UIS Database_Sep2007,Number,181355,
Hungary,Male,2004,UNESCO_UIS Database_Sep2007,Number,180424,
Hungary,Male,2003,UNESCO_UIS Database_Sep2007,Number,169090,
Hungary,Male,2002,UNESCO_UIS Database_Sep2007,Number,158532,
Hungary,Male,2001,UNESCO_UIS Database_Sep2007,Number,149487,
Hungary,Male,2000,UNESCO_UIS Database_Sep2007,Number,141667,
Hungary,Male,1999,UNESCO_UIS Database_Sep2007,Number,127926,
Iceland,Female,2005,UNESCO_UIS Database_Sep2007,Number,10020,1
Iceland,Female,2004,UNESCO_UIS Database_Sep2007,Number,9491,
Iceland,Female,2003,UNESCO_UIS Database_Sep2007,Number,8497,
Iceland,Female,2002,UNESCO_UIS Database_Sep2007,Number,7322,
Iceland,Female,2001,UNESCO_UIS Database_Sep2007,Number,6383,
Iceland,Female,2000,UNESCO_UIS Database_Sep2007,Number,5985,
Iceland,Female,1999,UNESCO_UIS Database_Sep2007,Number,5260,
Iceland,Male,2005,UNESCO_UIS Database_Sep2007,Number,5509,
Iceland,Male,2004,UNESCO_UIS Database_Sep2007,Number,5219,
Iceland,Male,2003,UNESCO_UIS Database_Sep2007,Number,4850,
Iceland,Male,2002,UNESCO_UIS Database_Sep2007,Number,4262,
Iceland,Male,2001,UNESCO_UIS Database_Sep2007,Number,3801,
Iceland,Male,2000,UNESCO_UIS Database_Sep2007,Number,3682,
Iceland,Male,1999,UNESCO_UIS Database_Sep2007,Number,3202,
India,Female,2005,UNESCO_UIS Database_Sep2007,Number,4641576,
India,Female,2004,UNESCO_UIS Database_Sep2007,Number,4527606,
India,Female,2003,UNESCO_UIS Database_Sep2007,Number,4342409,
India,Female,2002,UNESCO_UIS Database_Sep2007,Number,4135343,
India,Female,2001,UNESCO_UIS Database_Sep2007,Number,3801494,
India,Female,2000,UNESCO_UIS Database_Sep2007,Number,3552026,
India,Male,2005,UNESCO_UIS Database_Sep2007,Number,7135720,
India,Male,2004,UNESCO_UIS Database_Sep2007,Number,7325330,
India,Male,2003,UNESCO_UIS Database_Sep2007,Number,6952632,
India,Male,2002,UNESCO_UIS Database_Sep2007,Number,6441310,
India,Male,2001,UNESCO_UIS Database_Sep2007,Number,6032552,
India,Male,2000,UNESCO_UIS Database_Sep2007,Number,5852434,
Indonesia,Female,2005,UNESCO_UIS Database_Sep2007,Number,1595396,1
Indonesia,Female,2004,UNESCO_UIS Database_Sep2007,Number,1556231,
Indonesia,Female,2003,UNESCO_UIS Database_Sep2007,Number,1511088,
Indonesia,Female,2002,UNESCO_UIS Database_Sep2007,Number,1458354,
Indonesia,Female,2001,UNESCO_UIS Database_Sep2007,Number,1293089,
Indonesia,Male,2005,UNESCO_UIS Database_Sep2007,Number,2044874,
Indonesia,Male,2004,UNESCO_UIS Database_Sep2007,Number,1994861,
Indonesia,Male,2003,UNESCO_UIS Database_Sep2007,Number,1930341,
Indonesia,Male,2002,UNESCO_UIS Database_Sep2007,Number,1717479,
Indonesia,Male,2001,UNESCO_UIS Database_Sep2007,Number,1724798,
Iran,Female,2005,UNESCO_UIS Database_Sep2007,Number,1083664,
Iran,Female,2004,UNESCO_UIS Database_Sep2007,Number,1003920,
Iran,Female,2003,UNESCO_UIS Database_Sep2007,Number,869978,
Iran,Female,2002,UNESCO_UIS Database_Sep2007,Number,768433,
Iran,Female,2001,UNESCO_UIS Database_Sep2007,Number,743951,
Iran,Female,2000,UNESCO_UIS Database_Sep2007,Number,635973,
Iran,Female,1999,UNESCO_UIS Database_Sep2007,Number,568092,
Iran,Male,2005,UNESCO_UIS Database_Sep2007,Number,1042610,
Iran,Male,2004,UNESCO_UIS Database_Sep2007,Number,951000,
Iran,Male,2003,UNESCO_UIS Database_Sep2007,Number,844455,
Iran,Male,2002,UNESCO_UIS Database_Sep2007,Number,798076,
Iran,Male,2001,UNESCO_UIS Database_Sep2007,Number,825825,
Iran,Male,2000,UNESCO_UIS Database_Sep2007,Number,768907,
Iran,Male,1999,UNESCO_UIS Database_Sep2007,Number,740058,
Iraq,Female,2005,UNESCO_UIS Database_Sep2007,Number,153711,1
Iraq,Female,2004,UNESCO_UIS Database_Sep2007,Number,149213,
Iraq,Female,2002,UNESCO_UIS Database_Sep2007,Number,108238,1
Iraq,Female,2000,UNESCO_UIS Database_Sep2007,Number,98306,
Iraq,Female,1999,UNESCO_UIS Database_Sep2007,Number,92880,
Iraq,Male,2005,UNESCO_UIS Database_Sep2007,Number,271197,
Iraq,Male,2004,UNESCO_UIS Database_Sep2007,Number,263332,
Iraq,Male,2002,UNESCO_UIS Database_Sep2007,Number,209755,
Iraq,Male,2000,UNESCO_UIS Database_Sep2007,Number,190364,
Iraq,Male,1999,UNESCO_UIS Database_Sep2007,Number,178628,
Ireland,Female,2005,UNESCO_UIS Database_Sep2007,Number,102501,
Ireland,Female,2004,UNESCO_UIS Database_Sep2007,Number,103941,
Ireland,Female,2003,UNESCO_UIS Database_Sep2007,Number,101155,
Ireland,Female,2002,UNESCO_UIS Database_Sep2007,Number,97173,
Ireland,Female,2001,UNESCO_UIS Database_Sep2007,Number,91158,
Ireland,Female,2000,UNESCO_UIS Database_Sep2007,Number,86904,
Ireland,Female,1999,UNESCO_UIS Database_Sep2007,Number,80900,
Ireland,Male,2005,UNESCO_UIS Database_Sep2007,Number,84060,
Ireland,Male,2004,UNESCO_UIS Database_Sep2007,Number,84374,
Ireland,Male,2003,UNESCO_UIS Database_Sep2007,Number,80402,
Ireland,Male,2002,UNESCO_UIS Database_Sep2007,Number,79123,
Ireland,Male,2001,UNESCO_UIS Database_Sep2007,Number,75442,
Ireland,Male,2000,UNESCO_UIS Database_Sep2007,Number,73707,
Ireland,Male,1999,UNESCO_UIS Database_Sep2007,Number,70237,
Israel,Female,2005,UNESCO_UIS Database_Sep2007,Number,174092,
Israel,Female,2004,UNESCO_UIS Database_Sep2007,Number,168126,
Israel,Female,2003,UNESCO_UIS Database_Sep2007,Number,167738,
Israel,Female,2002,UNESCO_UIS Database_Sep2007,Number,169338,
Israel,Female,2001,UNESCO_UIS Database_Sep2007,Number,153654,
Israel,Female,2000,UNESCO_UIS Database_Sep2007,Number,146626,
Israel,Female,1999,UNESCO_UIS Database_Sep2007,Number,142182,
Israel,Male,2005,UNESCO_UIS Database_Sep2007,Number,136845,
Israel,Male,2004,UNESCO_UIS Database_Sep2007,Number,133101,
Israel,Male,2003,UNESCO_UIS Database_Sep2007,Number,133588,
Israel,Male,2002,UNESCO_UIS Database_Sep2007,Number,130378,
Israel,Male,2001,UNESCO_UIS Database_Sep2007,Number,117325,
Israel,Male,2000,UNESCO_UIS Database_Sep2007,Number,109265,
Israel,Male,1999,UNESCO_UIS Database_Sep2007,Number,104624,
Italy,Female,2005,UNESCO_UIS Database_Sep2007,Number,1139807,
Italy,Female,2004,UNESCO_UIS Database_Sep2007,Number,1116589,
Italy,Female,2003,UNESCO_UIS Database_Sep2007,Number,1076253,
Italy,Female,2002,UNESCO_UIS Database_Sep2007,Number,1042977,
Italy,Female,2001,UNESCO_UIS Database_Sep2007,Number,1014953,
Italy,Female,2000,UNESCO_UIS Database_Sep2007,Number,982668,
Italy,Female,1999,UNESCO_UIS Database_Sep2007,Number,991450,
Italy,Male,2005,UNESCO_UIS Database_Sep2007,Number,875191,
Italy,Male,2004,UNESCO_UIS Database_Sep2007,Number,869908,
Italy,Male,2003,UNESCO_UIS Database_Sep2007,Number,837099,
Italy,Male,2002,UNESCO_UIS Database_Sep2007,Number,811223,
Italy,Male,2001,UNESCO_UIS Database_Sep2007,Number,797372,
Italy,Male,2000,UNESCO_UIS Database_Sep2007,Number,787334,
Italy,Male,1999,UNESCO_UIS Database_Sep2007,Number,805791,
Jamaica,Female,2003,UNESCO_UIS Database_Sep2007,Number,32003,1
Jamaica,Female,2002,UNESCO_UIS Database_Sep2007,Number,31249,
Jamaica,Female,2001,UNESCO_UIS Database_Sep2007,Number,28409,1
Jamaica,Female,2000,UNESCO_UIS Database_Sep2007,Number,23408,
Jamaica,Male,2003,UNESCO_UIS Database_Sep2007,Number,13767,
Jamaica,Male,2002,UNESCO_UIS Database_Sep2007,Number,14145,
Jamaica,Male,2001,UNESCO_UIS Database_Sep2007,Number,14093,5
Jamaica,Male,2000,UNESCO_UIS Database_Sep2007,Number,12587,
Japan,Female,2005,UNESCO_UIS Database_Sep2007,Number,1853130,
Japan,Female,2004,UNESCO_UIS Database_Sep2007,Number,1848396,
Japan,Female,2003,UNESCO_UIS Database_Sep2007,Number,1815521,
Japan,Female,2002,UNESCO_UIS Database_Sep2007,Number,1789881,
Japan,Female,2001,UNESCO_UIS Database_Sep2007,Number,1781996,
Japan,Female,2000,UNESCO_UIS Database_Sep2007,Number,1787068,
Japan,Female,1999,UNESCO_UIS Database_Sep2007,Number,1760494,
Japan,Male,2005,UNESCO_UIS Database_Sep2007,Number,2185172,
Japan,Male,2004,UNESCO_UIS Database_Sep2007,Number,2183208,
Japan,Male,2003,UNESCO_UIS Database_Sep2007,Number,2168879,
Japan,Male,2002,UNESCO_UIS Database_Sep2007,Number,2176786,
Japan,Male,2001,UNESCO_UIS Database_Sep2007,Number,2190472,
Japan,Male,2000,UNESCO_UIS Database_Sep2007,Number,2195001,
Japan,Male,1999,UNESCO_UIS Database_Sep2007,Number,2180262,
Jordan,Female,2005,UNESCO_UIS Database_Sep2007,Number,109528,
Jordan,Female,2004,UNESCO_UIS Database_Sep2007,Number,109692,
Jordan,Female,2003,UNESCO_UIS Database_Sep2007,Number,95056,
Jordan,Female,2002,UNESCO_UIS Database_Sep2007,Number,79582,
Jordan,Female,2000,UNESCO_UIS Database_Sep2007,Number,73098,
Jordan,Male,2005,UNESCO_UIS Database_Sep2007,Number,108295,
Jordan,Male,2004,UNESCO_UIS Database_Sep2007,Number,104414,
Jordan,Male,2003,UNESCO_UIS Database_Sep2007,Number,91133,
Jordan,Male,2002,UNESCO_UIS Database_Sep2007,Number,83106,
Jordan,Male,2000,UNESCO_UIS Database_Sep2007,Number,69092,
Kazakhstan,Female,2005,UNESCO_UIS Database_Sep2007,Number,437742,
Kazakhstan,Female,2004,UNESCO_UIS Database_Sep2007,Number,381704,
Kazakhstan,Female,2003,UNESCO_UIS Database_Sep2007,Number,341628,
Kazakhstan,Female,2002,UNESCO_UIS Database_Sep2007,Number,287144,
Kazakhstan,Female,2001,UNESCO_UIS Database_Sep2007,Number,241722,
Kazakhstan,Female,2000,UNESCO_UIS Database_Sep2007,Number,200067,
Kazakhstan,Female,1999,UNESCO_UIS Database_Sep2007,Number,172938,
Kazakhstan,Male,2005,UNESCO_UIS Database_Sep2007,Number,315439,
Kazakhstan,Male,2004,UNESCO_UIS Database_Sep2007,Number,282745,
Kazakhstan,Male,2003,UNESCO_UIS Database_Sep2007,Number,261444,
Kazakhstan,Male,2002,UNESCO_UIS Database_Sep2007,Number,232671,
Kazakhstan,Male,2001,UNESCO_UIS Database_Sep2007,Number,203929,
Kazakhstan,Male,2000,UNESCO_UIS Database_Sep2007,Number,170254,
Kazakhstan,Male,1999,UNESCO_UIS Database_Sep2007,Number,151011,
Kenya,Female,2004,UNESCO_UIS Database_Sep2007,Number,38584,
Kenya,Female,2002,UNESCO_UIS Database_Sep2007,Number,34186,1
Kenya,Female,2001,UNESCO_UIS Database_Sep2007,Number,32972,
Kenya,Female,2000,UNESCO_UIS Database_Sep2007,Number,31266,
Kenya,Male,2004,UNESCO_UIS Database_Sep2007,Number,64214,
Kenya,Male,2002,UNESCO_UIS Database_Sep2007,Number,63929,
Kenya,Male,2001,UNESCO_UIS Database_Sep2007,Number,61657,
Kenya,Male,2000,UNESCO_UIS Database_Sep2007,Number,57750,
Kiribati,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Kiribati,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Korea Rep,Female,2005,UNESCO_UIS Database_Sep2007,Number,1188250,
Korea Rep,Female,2004,UNESCO_UIS Database_Sep2007,Number,1178285,
Korea Rep,Female,2003,UNESCO_UIS Database_Sep2007,Number,1168159,
Korea Rep,Female,2002,UNESCO_UIS Database_Sep2007,Number,1127541,
Korea Rep,Female,2001,UNESCO_UIS Database_Sep2007,Number,1070021,
Korea Rep,Female,2000,UNESCO_UIS Database_Sep2007,Number,998297,
Korea Rep,Female,1999,UNESCO_UIS Database_Sep2007,Number,923158,
Korea Rep,Male,2005,UNESCO_UIS Database_Sep2007,Number,2036625,
Korea Rep,Male,2004,UNESCO_UIS Database_Sep2007,Number,2045146,
Korea Rep,Male,2003,UNESCO_UIS Database_Sep2007,Number,2041983,
Korea Rep,Male,2002,UNESCO_UIS Database_Sep2007,Number,2002358,
Korea Rep,Male,2001,UNESCO_UIS Database_Sep2007,Number,1933477,
Korea Rep,Male,2000,UNESCO_UIS Database_Sep2007,Number,1839583,
Korea Rep,Male,1999,UNESCO_UIS Database_Sep2007,Number,1713230,
Kuwait,Female,2005,UNESCO_UIS Database_Sep2007,Number,27127,
Kuwait,Female,2004,UNESCO_UIS Database_Sep2007,Number,23701,1
Kuwait,Female,2003,UNESCO_UIS Database_Sep2007,Number,23955,
Kuwait,Female,2002,UNESCO_UIS Database_Sep2007,Number,23414,
Kuwait,Female,2001,UNESCO_UIS Database_Sep2007,Number,22002,1
Kuwait,Female,1999,UNESCO_UIS Database_Sep2007,Number,21867,1
Kuwait,Male,2005,UNESCO_UIS Database_Sep2007,Number,11503,
Kuwait,Male,2004,UNESCO_UIS Database_Sep2007,Number,13165,
Kuwait,Male,2003,UNESCO_UIS Database_Sep2007,Number,13198,
Kuwait,Male,2002,UNESCO_UIS Database_Sep2007,Number,13568,
Kuwait,Male,2001,UNESCO_UIS Database_Sep2007,Number,12777,
Kuwait,Male,1999,UNESCO_UIS Database_Sep2007,Number,10453,
Kyrgyzstan,Female,2005,UNESCO_UIS Database_Sep2007,Number,121828,
Kyrgyzstan,Female,2004,UNESCO_UIS Database_Sep2007,Number,110868,
Kyrgyzstan,Female,2003,UNESCO_UIS Database_Sep2007,Number,108720,
Kyrgyzstan,Female,2002,UNESCO_UIS Database_Sep2007,Number,110875,
Kyrgyzstan,Female,2001,UNESCO_UIS Database_Sep2007,Number,96780,
Kyrgyzstan,Female,2000,UNESCO_UIS Database_Sep2007,Number,80469,
Kyrgyzstan,Female,1999,UNESCO_UIS Database_Sep2007,Number,66619,
Kyrgyzstan,Male,2005,UNESCO_UIS Database_Sep2007,Number,98632,
Kyrgyzstan,Male,2004,UNESCO_UIS Database_Sep2007,Number,94356,
Kyrgyzstan,Male,2003,UNESCO_UIS Database_Sep2007,Number,92408,
Kyrgyzstan,Male,2002,UNESCO_UIS Database_Sep2007,Number,98370,
Kyrgyzstan,Male,2001,UNESCO_UIS Database_Sep2007,Number,93728,
Kyrgyzstan,Male,2000,UNESCO_UIS Database_Sep2007,Number,80215,
Kyrgyzstan,Male,1999,UNESCO_UIS Database_Sep2007,Number,64603,
Lao PDR,Female,2005,UNESCO_UIS Database_Sep2007,Number,19523,
Lao PDR,Female,2004,UNESCO_UIS Database_Sep2007,Number,12815,
Lao PDR,Female,2003,UNESCO_UIS Database_Sep2007,Number,10053,
Lao PDR,Female,2002,UNESCO_UIS Database_Sep2007,Number,8201,2
Lao PDR,Female,2001,UNESCO_UIS Database_Sep2007,Number,6117,
Lao PDR,Female,2000,UNESCO_UIS Database_Sep2007,Number,4798,
Lao PDR,Female,1999,UNESCO_UIS Database_Sep2007,Number,3880,
Lao PDR,Male,2005,UNESCO_UIS Database_Sep2007,Number,27901,
Lao PDR,Male,2004,UNESCO_UIS Database_Sep2007,Number,20945,
Lao PDR,Male,2003,UNESCO_UIS Database_Sep2007,Number,18064,
Lao PDR,Male,2002,UNESCO_UIS Database_Sep2007,Number,14817,
Lao PDR,Male,2001,UNESCO_UIS Database_Sep2007,Number,10628,
Lao PDR,Male,2000,UNESCO_UIS Database_Sep2007,Number,9351,
Lao PDR,Male,1999,UNESCO_UIS Database_Sep2007,Number,8196,
Latvia,Female,2005,UNESCO_UIS Database_Sep2007,Number,82575,
Latvia,Female,2004,UNESCO_UIS Database_Sep2007,Number,79473,
Latvia,Female,2003,UNESCO_UIS Database_Sep2007,Number,73403,
Latvia,Female,2002,UNESCO_UIS Database_Sep2007,Number,67991,
Latvia,Female,2001,UNESCO_UIS Database_Sep2007,Number,63524,
Latvia,Female,2000,UNESCO_UIS Database_Sep2007,Number,57850,
Latvia,Female,1999,UNESCO_UIS Database_Sep2007,Number,50539,
Latvia,Male,2005,UNESCO_UIS Database_Sep2007,Number,48131,
Latvia,Male,2004,UNESCO_UIS Database_Sep2007,Number,48183,
Latvia,Male,2003,UNESCO_UIS Database_Sep2007,Number,45541,
Latvia,Male,2002,UNESCO_UIS Database_Sep2007,Number,42509,
Latvia,Male,2001,UNESCO_UIS Database_Sep2007,Number,39259,
Latvia,Male,2000,UNESCO_UIS Database_Sep2007,Number,33387,
Latvia,Male,1999,UNESCO_UIS Database_Sep2007,Number,31503,
Lebanon,Female,2005,UNESCO_UIS Database_Sep2007,Number,87473,
Lebanon,Female,2004,UNESCO_UIS Database_Sep2007,Number,80837,
Lebanon,Female,2003,UNESCO_UIS Database_Sep2007,Number,77835,
Lebanon,Female,2002,UNESCO_UIS Database_Sep2007,Number,75687,
Lebanon,Female,2001,UNESCO_UIS Database_Sep2007,Number,69557,
Lebanon,Female,2000,UNESCO_UIS Database_Sep2007,Number,60007,
Lebanon,Female,1999,UNESCO_UIS Database_Sep2007,Number,56850,
Lebanon,Male,2005,UNESCO_UIS Database_Sep2007,Number,78257,
Lebanon,Male,2004,UNESCO_UIS Database_Sep2007,Number,73798,
Lebanon,Male,2003,UNESCO_UIS Database_Sep2007,Number,66215,
Lebanon,Male,2002,UNESCO_UIS Database_Sep2007,Number,67264,
Lebanon,Male,2001,UNESCO_UIS Database_Sep2007,Number,64461,
Lebanon,Male,2000,UNESCO_UIS Database_Sep2007,Number,56007,
Lebanon,Male,1999,UNESCO_UIS Database_Sep2007,Number,56172,
Lesotho,Female,2005,UNESCO_UIS Database_Sep2007,Number,4503,
Lesotho,Female,2003,UNESCO_UIS Database_Sep2007,Number,3745,
Lesotho,Female,2002,UNESCO_UIS Database_Sep2007,Number,2905,
Lesotho,Female,2001,UNESCO_UIS Database_Sep2007,Number,3158,
Lesotho,Female,2000,UNESCO_UIS Database_Sep2007,Number,2764,1
Lesotho,Female,1999,UNESCO_UIS Database_Sep2007,Number,2579,
Lesotho,Male,2005,UNESCO_UIS Database_Sep2007,Number,3415,
Lesotho,Male,2003,UNESCO_UIS Database_Sep2007,Number,2363,
Lesotho,Male,2002,UNESCO_UIS Database_Sep2007,Number,2100,
Lesotho,Male,2001,UNESCO_UIS Database_Sep2007,Number,1818,
Lesotho,Male,2000,UNESCO_UIS Database_Sep2007,Number,1706,
Lesotho,Male,1999,UNESCO_UIS Database_Sep2007,Number,1467,
Liberia,Female,2000,UNESCO_UIS Database_Sep2007,Number,18871,
Liberia,Female,1999,UNESCO_UIS Database_Sep2007,Number,3987,
Liberia,Male,2000,UNESCO_UIS Database_Sep2007,Number,25236,
Liberia,Male,1999,UNESCO_UIS Database_Sep2007,Number,16817,
Libya,Female,2003,UNESCO_UIS Database_Sep2007,Number,192721,1
Libya,Female,2002,UNESCO_UIS Database_Sep2007,Number,184624,
Libya,Female,2001,UNESCO_UIS Database_Sep2007,Number,162833,1
Libya,Female,2000,UNESCO_UIS Database_Sep2007,Number,141041,
Libya,Female,1999,UNESCO_UIS Database_Sep2007,Number,149995,1
Libya,Male,2003,UNESCO_UIS Database_Sep2007,Number,182307,
Libya,Male,2002,UNESCO_UIS Database_Sep2007,Number,174522,
Libya,Male,2001,UNESCO_UIS Database_Sep2007,Number,161770,
Libya,Male,2000,UNESCO_UIS Database_Sep2007,Number,149019,
Libya,Male,1999,UNESCO_UIS Database_Sep2007,Number,158479,5
Liechtenstein,Female,2004,UNESCO_UIS Database_Sep2007,Number,142,
Liechtenstein,Female,2003,UNESCO_UIS Database_Sep2007,Number,119,
Liechtenstein,Male,2004,UNESCO_UIS Database_Sep2007,Number,390,
Liechtenstein,Male,2003,UNESCO_UIS Database_Sep2007,Number,321,
Lithuania,Female,2005,UNESCO_UIS Database_Sep2007,Number,117493,
Lithuania,Female,2004,UNESCO_UIS Database_Sep2007,Number,109592,
Lithuania,Female,2003,UNESCO_UIS Database_Sep2007,Number,100609,
Lithuania,Female,2002,UNESCO_UIS Database_Sep2007,Number,89947,
Lithuania,Female,2001,UNESCO_UIS Database_Sep2007,Number,81336,
Lithuania,Female,2000,UNESCO_UIS Database_Sep2007,Number,73092,
Lithuania,Female,1999,UNESCO_UIS Database_Sep2007,Number,64456,
Lithuania,Male,2005,UNESCO_UIS Database_Sep2007,Number,77912,
Lithuania,Male,2004,UNESCO_UIS Database_Sep2007,Number,73064,
Lithuania,Male,2003,UNESCO_UIS Database_Sep2007,Number,66997,
Lithuania,Male,2002,UNESCO_UIS Database_Sep2007,Number,58841,
Lithuania,Male,2001,UNESCO_UIS Database_Sep2007,Number,54587,
Lithuania,Male,2000,UNESCO_UIS Database_Sep2007,Number,48812,
Lithuania,Male,1999,UNESCO_UIS Database_Sep2007,Number,42963,
Luxembourg,Female,2004,UNESCO_UIS Database_Sep2007,Number,1609,1
Luxembourg,Female,2003,UNESCO_UIS Database_Sep2007,Number,1640,
Luxembourg,Female,2002,UNESCO_UIS Database_Sep2007,Number,1566,1
Luxembourg,Female,2001,UNESCO_UIS Database_Sep2007,Number,1346,
Luxembourg,Female,2000,UNESCO_UIS Database_Sep2007,Number,1259,1
Luxembourg,Female,1999,UNESCO_UIS Database_Sep2007,Number,1404,
Luxembourg,Male,2004,UNESCO_UIS Database_Sep2007,Number,1433,
Luxembourg,Male,2003,UNESCO_UIS Database_Sep2007,Number,1437,
Luxembourg,Male,2002,UNESCO_UIS Database_Sep2007,Number,1399,5
Luxembourg,Male,2001,UNESCO_UIS Database_Sep2007,Number,1187,
Luxembourg,Male,2000,UNESCO_UIS Database_Sep2007,Number,1178,5
Luxembourg,Male,1999,UNESCO_UIS Database_Sep2007,Number,1313,
Macau SAR,Female,2005,UNESCO_UIS Database_Sep2007,Number,10019,
Macau SAR,Female,2004,UNESCO_UIS Database_Sep2007,Number,10054,
Macau SAR,Female,2003,UNESCO_UIS Database_Sep2007,Number,9589,
Macau SAR,Female,2002,UNESCO_UIS Database_Sep2007,Number,7533,
Macau SAR,Female,2001,UNESCO_UIS Database_Sep2007,Number,6236,
Macau SAR,Female,2000,UNESCO_UIS Database_Sep2007,Number,3883,
Macau SAR,Female,1999,UNESCO_UIS Database_Sep2007,Number,3450,
Macau SAR,Male,2005,UNESCO_UIS Database_Sep2007,Number,13401,
Macau SAR,Male,2004,UNESCO_UIS Database_Sep2007,Number,14761,
Macau SAR,Male,2003,UNESCO_UIS Database_Sep2007,Number,16683,
Macau SAR,Male,2002,UNESCO_UIS Database_Sep2007,Number,12887,
Macau SAR,Male,2001,UNESCO_UIS Database_Sep2007,Number,7760,
Macau SAR,Male,2000,UNESCO_UIS Database_Sep2007,Number,3588,
Macau SAR,Male,1999,UNESCO_UIS Database_Sep2007,Number,4008,
Macedonia,Female,2005,UNESCO_UIS Database_Sep2007,Number,27987,
Macedonia,Female,2004,UNESCO_UIS Database_Sep2007,Number,26594,
Macedonia,Female,2003,UNESCO_UIS Database_Sep2007,Number,25621,
Macedonia,Female,2002,UNESCO_UIS Database_Sep2007,Number,24691,
Macedonia,Female,2001,UNESCO_UIS Database_Sep2007,Number,22463,
Macedonia,Female,2000,UNESCO_UIS Database_Sep2007,Number,20325,
Macedonia,Female,1999,UNESCO_UIS Database_Sep2007,Number,19359,
Macedonia,Male,2005,UNESCO_UIS Database_Sep2007,Number,21377,
Macedonia,Male,2004,UNESCO_UIS Database_Sep2007,Number,20043,
Macedonia,Male,2003,UNESCO_UIS Database_Sep2007,Number,20003,
Macedonia,Male,2002,UNESCO_UIS Database_Sep2007,Number,20019,
Macedonia,Male,2001,UNESCO_UIS Database_Sep2007,Number,17783,
Macedonia,Male,2000,UNESCO_UIS Database_Sep2007,Number,16597,
Macedonia,Male,1999,UNESCO_UIS Database_Sep2007,Number,15782,
Madagascar,Female,2005,UNESCO_UIS Database_Sep2007,Number,21145,
Madagascar,Female,2004,UNESCO_UIS Database_Sep2007,Number,19945,
Madagascar,Female,2003,UNESCO_UIS Database_Sep2007,Number,17264,1
Madagascar,Female,2002,UNESCO_UIS Database_Sep2007,Number,14785,
Madagascar,Female,2001,UNESCO_UIS Database_Sep2007,Number,14269,
Madagascar,Female,2000,UNESCO_UIS Database_Sep2007,Number,14860,
Madagascar,Female,1999,UNESCO_UIS Database_Sep2007,Number,14187,
Madagascar,Male,2005,UNESCO_UIS Database_Sep2007,Number,23803,
Madagascar,Male,2004,UNESCO_UIS Database_Sep2007,Number,22198,
Madagascar,Male,2003,UNESCO_UIS Database_Sep2007,Number,19988,
Madagascar,Male,2002,UNESCO_UIS Database_Sep2007,Number,17808,
Madagascar,Male,2001,UNESCO_UIS Database_Sep2007,Number,17117,
Madagascar,Male,2000,UNESCO_UIS Database_Sep2007,Number,17296,
Madagascar,Male,1999,UNESCO_UIS Database_Sep2007,Number,16826,
Malawi,Female,2004,UNESCO_UIS Database_Sep2007,Number,1798,
Malawi,Female,2003,UNESCO_UIS Database_Sep2007,Number,1332,
Malawi,Female,1999,UNESCO_UIS Database_Sep2007,Number,876,
Malawi,Male,2004,UNESCO_UIS Database_Sep2007,Number,3291,
Malawi,Male,2003,UNESCO_UIS Database_Sep2007,Number,3233,
Malawi,Male,1999,UNESCO_UIS Database_Sep2007,Number,2303,
